,max_depth,min_samples_split,max_leaf_nodes,min_samples_leaf,min_impurity_decrease,accuracy_in_sample,accuracy_out_of_sample,auc
0,1,2,none,1,0.0,0.8702677052348932,0.8865979381443299,0.6973940855704698
1,1,2,none,1,0.0,0.8704876100971054,0.8648339060710195,0.6752605000847921
2,1,2,none,1,0.0,0.8704297403965232,0.870561282932417,0.6815523785668869
3,1,2,none,1,0.0,0.870452888276756,0.868270332187858,0.691815081470254
4,1,2,none,1,0.0,0.8704181664564068,0.8717067583046965,0.6753960857409134
5,1,2,none,1,0.0,0.8704181664564068,0.8717067583046965,0.684239374606883
6,1,2,none,1,0.0,0.8704876100971054,0.8648339060710195,0.6689539382436674
7,1,2,none,1,0.0,0.8704644622168725,0.8671248568155785,0.6708875272880703
8,1,2,none,1,0.0,0.8704991840372218,0.86368843069874,0.6801186155616535
9,1,2,none,1,0.0,0.8703950185761739,0.8739977090492554,0.6737825788751715
10,1,2,none,1,0.0,0.8703024270552424,0.8831615120274914,0.7382791545971462
11,1,2,none,1,0.0,0.8704181664564068,0.8717067583046965,0.6892982298499416
12,1,2,none,1,0.0,0.8703140009953588,0.8820160366552119,0.6729900632339656
13,1,2,none,1,0.0,0.8703371488755918,0.8797250859106529,0.6943975937482431
14,1,2,none,1,0.0,0.870371870695941,0.8762886597938144,0.658727766053663
15,1,2,none,1,0.0,0.8704065925162903,0.872852233676976,0.6758039368544143
16,1,2,none,1,0.0,0.8704297403965232,0.870561282932417,0.6920538365743846
17,1,2,none,1,0.0,0.870452888276756,0.868270332187858,0.6796208104951029
18,1,2,none,1,0.0,0.8703255749354752,0.8808705612829324,0.668613815947003
19,1,2,none,1,0.0,0.8704644622168725,0.8671248568155785,0.6550574936659521
20,1,2,none,1,0.0,0.870290853115126,0.8843069873997709,0.7197059586933146
21,1,2,none,1,0.0,0.8704181664564068,0.8717067583046965,0.66710446356811
22,1,2,none,1,0.0,0.8705686276779204,0.856815578465063,0.6594173653024161
23,1,2,none,1,0.0,0.8703024270552424,0.8831615120274914,0.6457381361032476
24,1,2,none,1,0.0,0.8703487228157082,0.8785796105383734,0.677136272916195
25,1,2,none,1,0.0,0.8705223319174547,0.861397479954181,0.6679944674965422
26,1,2,none,1,0.0,0.8705802016180368,0.8556701030927835,0.6597953506854759
27,1,2,none,1,0.0,0.8704065925162903,0.872852233676976,0.6953875171467765
28,1,2,none,1,0.0,0.8704876100971054,0.8648339060710195,0.6755640048407782
29,1,2,none,1,0.0,0.8705107579773382,0.8625429553264605,0.6794193148623529
30,1,2,none,1,0.0,0.8705107579773382,0.8625429553264605,0.660962350615509
31,1,2,none,1,0.0,0.8707422367796669,0.8396334478808706,0.6468085106382978
32,1,2,none,1,0.0,0.8703950185761739,0.8739977090492554,0.6744276271673532
33,1,2,none,1,0.0,0.8703255749354752,0.8808705612829324,0.718646975148523
34,1,2,none,1,0.0,0.870452888276756,0.868270332187858,0.6647308020319627
35,1,2,none,1,0.0,0.8703255749354752,0.8808705612829324,0.6697743354369861
36,1,2,none,1,0.0,0.8702792791750096,0.8854524627720504,0.6914719533481435
37,1,2,none,1,0.0,0.870371870695941,0.8762886597938144,0.7050419384902145
38,1,2,none,1,0.0,0.8705686276779204,0.856815578465063,0.66559344688691
39,1,2,none,1,0.0,0.8705686276779204,0.856815578465063,0.6670781282713377
40,1,2,none,1,0.0,0.8703602967558246,0.8774341351660939,0.6875948726598078
41,1,2,none,1,0.0,0.8704065925162903,0.872852233676976,0.693402489626556
42,1,2,none,1,0.0,0.8702792791750096,0.8854524627720504,0.6789113523393442
43,1,2,none,1,0.0,0.8707075149593176,0.843069873997709,0.6698689849990259
44,1,2,none,1,0.0,0.8704876100971054,0.8648339060710195,0.6863635554922961
45,1,2,none,1,0.0,0.8703371488755918,0.8797250859106529,0.6669376143060354
46,1,2,none,1,0.0,0.8705686276779204,0.856815578465063,0.6556756756756756
47,1,2,none,1,0.0,0.8704644622168725,0.8671248568155785,0.6454824806449038
48,1,2,none,1,0.0,0.8704991840372218,0.86368843069874,0.6929216972573102
49,1,2,none,1,0.0,0.8703140009953588,0.8820160366552119,0.6941734417344173
50,1,2,none,1,0.0,0.8703950185761739,0.8739977090492554,0.6897262220538083
51,1,2,none,1,0.0,0.8705802016180368,0.8556701030927835,0.666901788121125
52,1,2,none,1,0.0,0.8704297403965232,0.870561282932417,0.6693289841565704
53,1,2,none,1,0.0,0.8702445573546602,0.8888888888888888,0.6939290794553953
54,1,2,none,1,0.0,0.870290853115126,0.8843069873997709,0.6883144718792866
55,1,2,none,1,0.0,0.8705107579773382,0.8625429553264605,0.689820193637621
56,1,2,none,1,0.0,0.8702329834145438,0.8900343642611683,0.7080051262815704
57,1,2,none,1,0.0,0.870452888276756,0.868270332187858,0.7046413502109704
58,1,2,none,1,0.0,0.8704297403965232,0.870561282932417,0.7043899396452092
59,1,2,none,1,0.0,0.8702792791750096,0.8854524627720504,0.6992321589882565
60,1,2,none,1,0.0,0.8704876100971054,0.8648339060710195,0.6838066703917074
61,1,2,none,1,0.0,0.870452888276756,0.868270332187858,0.6855344726875318
62,1,2,none,1,0.0,0.8706727931389683,0.8465063001145475,0.6578647416413373
63,1,2,none,1,0.0,0.870371870695941,0.8762886597938144,0.6800081385885361
64,1,2,none,1,0.0,0.8704760361569889,0.865979381443299,0.6611983906504455
65,1,2,none,1,0.0,0.8705107579773382,0.8625429553264605,0.651987613423592
66,1,2,none,1,0.0,0.870371870695941,0.8762886597938144,0.7019951446022235
67,1,2,none,1,0.0,0.8704181664564068,0.8717067583046965,0.6978374275943889
68,1,2,none,1,0.0,0.8703834446360574,0.8751431844215349,0.6518613674496644
69,1,2,none,1,0.0,0.870452888276756,0.868270332187858,0.6494593651900942
70,1,2,none,1,0.0,0.8703024270552424,0.8831615120274914,0.6852380076064286
71,1,2,none,1,0.0,0.8704644622168725,0.8671248568155785,0.661156278229449
72,1,2,none,1,0.0,0.8703371488755918,0.8797250859106529,0.6614414996767938
73,1,2,none,1,0.0,0.8704644622168725,0.8671248568155785,0.6562601781779864
74,1,2,none,1,0.0,0.8701997638943543,0.893348623853211,0.7217306516867015
75,1,2,none,1,0.0,0.8704428138237541,0.8692660550458715,0.7020553237521249
76,1,2,none,1,0.0,0.8703502233744589,0.8784403669724771,0.6855547736335914
77,1,2,none,1,0.0,0.8703155019559733,0.8818807339449541,0.7064255189255189
78,1,2,none,1,0.0,0.8703502233744589,0.8784403669724771,0.6631599295939442
79,1,2,none,1,0.0,0.8704196662114303,0.8715596330275229,0.660721908646777
80,1,2,none,1,0.0,0.8704080924052684,0.8727064220183486,0.67359427601166
81,1,2,none,1,0.0,0.8706395685285063,0.8497706422018348,0.664302958456999
82,1,2,none,1,0.0,0.87023448531284,0.8899082568807339,0.696428387468966
83,1,2,none,1,0.0,0.8704891090484017,0.8646788990825688,0.6663377192982457
84,1,2,none,1,0.0,0.8706048471100206,0.8532110091743119,0.6668753260302556
85,1,2,none,1,0.0,0.8705701256915349,0.856651376146789,0.6685015778463284
86,1,2,none,1,0.0,0.8705932733038587,0.8543577981651376,0.6441362822365849
87,1,2,none,1,0.0,0.8703733709867827,0.8761467889908257,0.6717544941421999
88,1,2,none,1,0.0,0.87023448531284,0.8899082568807339,0.720899746760018
89,1,2,none,1,0.0,0.8706511423346682,0.8486238532110092,0.6173353109286258
90,1,2,none,1,0.0,0.8702229115066781,0.8910550458715596,0.7097025671582501
91,1,2,none,1,0.0,0.8703270757621351,0.8807339449541285,0.7001678876678877
92,1,2,none,1,0.0,0.8703270757621351,0.8807339449541285,0.6852323747118069
93,1,2,none,1,0.0,0.8705122566607254,0.8623853211009175,0.6623538011695905
94,1,2,none,1,0.0,0.8706048471100206,0.8532110091743119,0.6430741959989871
95,1,2,none,1,0.0,0.870558551885373,0.8577981651376146,0.6552293316890385
96,1,2,none,1,0.0,0.870454387629916,0.8681192660550459,0.68041898669194
97,1,2,none,1,0.0,0.8705816994976968,0.8555045871559633,0.6525493832210678
98,1,2,none,1,0.0,0.8705469780792111,0.8589449541284404,0.6546356140972848
99,1,2,none,1,0.0,0.8705354042730492,0.8600917431192661,0.6467947763046824
100,2,2,none,1,0.0,0.9031492691056816,0.8957617411225659,0.8382026006711409
101,2,2,none,1,0.0,0.903102973345216,0.9003436426116839,0.8459799137005145
102,2,2,none,1,0.0,0.9030566775847502,0.9049255441008018,0.828842411514229
103,2,2,none,1,0.0,0.9030566775847502,0.9049255441008018,0.8624384236453203
104,2,2,none,1,0.0,0.9030451036446338,0.9060710194730812,0.8489515377446413
105,2,2,none,1,0.0,0.9030682515248666,0.9037800687285223,0.8543534908796838
106,2,2,none,1,0.0,0.9030566775847502,0.9049255441008018,0.8539263814876998
107,2,2,none,1,0.0,0.9032418606266132,0.8865979381443299,0.7972473445726551
108,2,2,none,1,0.0,0.903102973345216,0.9003436426116839,0.8489244932282907
109,2,2,none,1,0.0,0.9029640860638188,0.9140893470790378,0.8329094269166286
110,2,2,none,1,0.0,0.903079825464983,0.9026345933562429,0.870458284161213
111,2,2,none,1,0.0,0.9031492691056816,0.8957617411225659,0.8370069188606344
