,max_depth,min_samples_split,max_leaf_nodes,min_samples_leaf,min_impurity_decrease,accuracy_in_sample,accuracy_out_of_sample
0,none,2,none,1,0.0,0.9999768521197672,0.9186712485681556
1,none,2,none,1,0.0,0.9999768521197672,0.9037800687285223
2,none,2,none,1,0.0,0.9999768521197672,0.9243986254295532
3,none,2,none,1,0.0,0.9999768521197672,0.9129438717067584
4,none,2,none,1,0.0,0.9999768521197672,0.9140893470790378
5,none,2,none,1,0.0,0.9999768521197672,0.9049255441008018
6,none,2,none,1,0.0,0.9999768521197672,0.9255441008018328
7,none,2,none,1,0.0,0.9999768521197672,0.9003436426116839
8,none,2,none,1,0.0,0.9999768521197672,0.9278350515463918
9,none,2,none,1,0.0,0.9999768521197672,0.9163802978235968
10,none,2,none,1,0.0,0.9999768521197672,0.9095074455899198
11,none,2,none,1,0.0,0.9999768521197672,0.9072164948453608
12,none,2,none,1,0.0,0.9999768521197672,0.9095074455899198
13,none,2,none,1,0.0,0.9999768521197672,0.9175257731958762
14,none,2,none,1,0.0,0.9999768521197672,0.9232531500572738
15,none,2,none,1,0.0,0.9999768521197672,0.9186712485681556
16,none,2,none,1,0.0,0.9999768521197672,0.9140893470790378
17,none,2,none,1,0.0,0.9999768521197672,0.9243986254295532
18,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
19,none,2,none,1,0.0,0.9999768521197672,0.9175257731958762
20,none,2,none,1,0.0,0.9999768521197672,0.8900343642611683
21,none,2,none,1,0.0,0.9999768521197672,0.9026345933562429
22,none,2,none,1,0.0,0.9999768521197672,0.9266895761741124
23,none,2,none,1,0.0,0.9999768521197672,0.8934707903780069
24,none,2,none,1,0.0,0.9999768521197672,0.9095074455899198
25,none,2,none,1,0.0,0.9999768521197672,0.9129438717067584
26,none,2,none,1,0.0,0.9999768521197672,0.9106529209621992
27,none,2,none,1,0.0,0.9999768521197672,0.8946162657502864
28,none,2,none,1,0.0,0.9999768521197672,0.9266895761741124
29,none,2,none,1,0.0,0.9999768521197672,0.9049255441008018
30,none,2,none,1,0.0,0.9999768521197672,0.9163802978235968
31,none,2,none,1,0.0,0.9999768521197672,0.9117983963344788
32,none,2,none,1,0.0,0.9999768521197672,0.9095074455899198
33,none,2,none,1,0.0,0.9999768521197672,0.9129438717067584
34,none,2,none,1,0.0,0.9999768521197672,0.9095074455899198
35,none,2,none,1,0.0,0.9999768521197672,0.9198167239404352
36,none,2,none,1,0.0,0.9999768521197672,0.9026345933562429
37,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
38,none,2,none,1,0.0,0.9999768521197672,0.9140893470790378
39,none,2,none,1,0.0,0.9999768521197672,0.9163802978235968
40,none,2,none,1,0.0,0.9999768521197672,0.9140893470790378
41,none,2,none,1,0.0,0.9999884260598836,0.9072164948453608
42,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
43,none,2,none,1,0.0,0.9999768521197672,0.9266895761741124
44,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
45,none,2,none,1,0.0,0.9999768521197672,0.9140893470790378
46,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
47,none,2,none,1,0.0,0.9999768521197672,0.9129438717067584
48,none,2,none,1,0.0,0.9999768521197672,0.9175257731958762
49,none,2,none,1,0.0,0.9999768521197672,0.9163802978235968
50,none,2,none,1,0.0,0.9999884260598836,0.9117983963344788
51,none,2,none,1,0.0,0.9999768521197672,0.9175257731958762
52,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
53,none,2,none,1,0.0,0.9999768521197672,0.9129438717067584
54,none,2,none,1,0.0,0.9999884260598836,0.9381443298969072
55,none,2,none,1,0.0,0.9999768521197672,0.9003436426116839
56,none,2,none,1,0.0,0.9999768521197672,0.9049255441008018
57,none,2,none,1,0.0,0.9999768521197672,0.9209621993127148
58,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
59,none,2,none,1,0.0,0.9999768521197672,0.9266895761741124
60,none,2,none,1,0.0,0.9999768521197672,0.9095074455899198
61,none,2,none,1,0.0,0.9999768521197672,0.9198167239404352
62,none,2,none,1,0.0,0.9999768521197672,0.8991981672394044
63,none,2,none,1,0.0,0.9999768521197672,0.8980526918671249
64,none,2,none,1,0.0,0.9999884260598836,0.9140893470790378
65,none,2,none,1,0.0,0.9999768521197672,0.9095074455899198
66,none,2,none,1,0.0,0.9999768521197672,0.9117983963344788
67,none,2,none,1,0.0,0.9999768521197672,0.9221076746849944
68,none,2,none,1,0.0,0.9999768521197672,0.9163802978235968
69,none,2,none,1,0.0,0.9999768521197672,0.9106529209621992
70,none,2,none,1,0.0,0.9999768521197672,0.9243986254295532
71,none,2,none,1,0.0,0.9999768521197672,0.9163802978235968
72,none,2,none,1,0.0,0.9999768521197672,0.9221076746849944
73,none,2,none,1,0.0,0.9999768521197672,0.9083619702176404
74,none,2,none,1,0.0,0.9999768523876762,0.908256880733945
75,none,2,none,1,0.0,0.9999768523876762,0.9151376146788992
76,none,2,none,1,0.0,0.9999768523876762,0.9071100917431192
77,none,2,none,1,0.0,0.9999768523876762,0.9094036697247706
78,none,2,none,1,0.0,0.9999768523876762,0.904816513761468
79,none,2,none,1,0.0,0.9999768523876762,0.9036697247706422
80,none,2,none,1,0.0,0.9999768523876762,0.9185779816513762
81,none,2,none,1,0.0,0.9999768523876762,0.911697247706422
82,none,2,none,1,0.0,0.9999768523876762,0.9025229357798163
83,none,2,none,1,0.0,0.9999768523876762,0.9105504587155964
84,none,2,none,1,0.0,0.9999768523876762,0.8876146788990825
85,none,2,none,1,0.0,0.9999768523876762,0.9243119266055044
86,none,2,none,1,0.0,0.9999768523876762,0.9002293577981652
87,none,2,none,1,0.0,0.9999768523876762,0.9185779816513762
88,none,2,none,1,0.0,0.9999768523876762,0.9013761467889908
89,none,2,none,1,0.0,0.9999768523876762,0.9197247706422018
90,none,2,none,1,0.0,0.9999768523876762,0.9059633027522936
91,none,2,none,1,0.0,0.9999768523876762,0.9162844036697247
92,none,2,none,1,0.0,0.9999768523876762,0.9128440366972476
93,none,2,none,1,0.0,0.9999768523876762,0.8967889908256881
94,none,2,none,1,0.0,0.9999768523876762,0.9174311926605504
