,estimators,min_samples_split,min_samples_leaf,features,accuracy_in_sample,accuracy_out_of_sample,oob_score,public_score,private_score
283,100,4,4,sqrt,0.9516909330802528,0.9438073394495413,0.9455915372329344,,
284,100,4,4,sqrt,0.9518761139788431,0.9552752293577982,0.9456609800699058,,
285,100,4,4,sqrt,0.951991852040462,0.9438073394495413,0.9459156038054675,,
286,100,4,4,sqrt,0.9519571306219763,0.9461009174311926,0.9457998657438486,,
287,100,4,4,sqrt,0.951887687785005,0.948394495412844,0.945846160968496,,
288,100,4,4,sqrt,0.9521423115205666,0.9311926605504587,0.9459040299993056,,
289,100,4,4,sqrt,0.9522349019698618,0.9346330275229358,0.9461007847040578,,
290,100,4,4,sqrt,0.9521654591328904,0.9438073394495413,0.9457072752945533,,
291,100,4,4,sqrt,0.9519802782343001,0.9403669724770642,0.9457304229068771,,
292,100,4,4,sqrt,0.9518413925603574,0.9403669724770642,0.9459850466424389,,
293,100,4,4,sqrt,0.9518298187541955,0.9495412844036697,0.945973472836277,,
294,100,4,4,sqrt,0.9518645401726812,0.9518348623853211,0.945741996713039,,
295,100,4,4,sqrt,0.951887687785005,0.9529816513761468,0.9458114395500105,,
296,100,4,4,sqrt,0.9520149996527858,0.9506880733944955,0.945846160968496,,
297,100,4,4,sqrt,0.9519224092034907,0.9415137614678899,0.9457188491007152,,
298,100,4,4,sqrt,0.9519224092034907,0.9369266055045872,0.9461355061225435,,
299,100,4,4,sqrt,0.9518413925603574,0.9564220183486238,0.945522094395963,,
300,100,5,4,sqrt,0.9519912963970324,0.9473081328751431,0.9457297947940417,,
301,100,5,4,sqrt,0.9520144442772653,0.9461626575028637,0.9459034038957882,,
302,100,5,4,sqrt,0.9515977824330737,0.9461626575028637,0.9454057244707816,,
303,100,5,4,sqrt,0.9517829654749367,0.9495990836197021,0.9457992384347403,,
304,100,5,4,sqrt,0.9520375921574982,0.9301260022909508,0.9458571081353225,,
305,100,5,4,sqrt,0.951979722456916,0.9484536082474226,0.9457066469138089,,
306,100,5,4,sqrt,0.9518871309359845,0.9461626575028637,0.9457992384347403,,
307,100,5,4,sqrt,0.9518408351755188,0.9541809851088202,0.9456024814527609,,
308,100,5,4,sqrt,0.9517829654749367,0.9450171821305842,0.9459034038957882,,
309,100,5,4,sqrt,0.9517598175947037,0.9518900343642611,0.9461001608777676,,
310,100,5,4,sqrt,0.9519681485167996,0.9450171821305842,0.9459265517760211,,
311,100,5,4,sqrt,0.9519218527563338,0.9358533791523482,0.9459265517760211,,
312,100,5,4,sqrt,0.9519565745766831,0.9415807560137457,0.9456256293329939,,
313,100,5,4,sqrt,0.9520028703371489,0.9495990836197021,0.9458108123748568,,
314,100,5,4,sqrt,0.9519218527563338,0.9415807560137457,0.9459149778359047,,
315,100,5,4,sqrt,0.9517366697144709,0.9576174112256587,0.9455098899318295,,
316,100,5,4,sqrt,0.9516903739540051,0.9599083619702177,0.9458108123748568,,
317,100,5,4,sqrt,0.9517598175947037,0.9381443298969072,0.9459612735963704,,
318,100,5,4,sqrt,0.9519334266964503,0.9438717067583047,0.945683499033576,,
319,100,5,4,sqrt,0.9520144442772653,0.9415807560137457,0.9457182208539253,,
320,100,5,4,sqrt,0.9518871309359845,0.9484536082474226,0.9456719250934595,,
321,100,5,4,sqrt,0.9518408351755188,0.9599083619702177,0.945764516614391,,
322,100,5,4,sqrt,0.952083887917964,0.9381443298969072,0.9460422911771854,,
323,100,5,4,sqrt,0.9519681485167996,0.9347079037800687,0.9458802560155554,,
324,100,5,4,sqrt,0.9517366697144709,0.9461626575028637,0.9456603511533431,,
325,100,5,4,sqrt,0.9517598175947037,0.9530355097365406,0.9457066469138089,,
326,100,5,4,sqrt,0.9516209303133065,0.9553264604810997,0.9457876644946239,,
327,100,5,4,sqrt,0.9518061133551695,0.9495990836197021,0.9458108123748568,,
328,100,5,4,sqrt,0.9519450006365667,0.9381443298969072,0.9456140553928774,,
329,100,5,4,sqrt,0.9520491660976146,0.9335624284077892,0.9461696045184662,,
