,estimators,min_samples_split,min_samples_leaf,features,accuracy_in_sample,accuracy_out_of_sample,oob_score,public_score,private_score
119,2,10,4,sqrt,0.9485306883022188,0.9278350515463918,0.8868763093019757,,
120,2,10,4,sqrt,0.9515630606127244,0.9117983963344788,0.8890637839839817,,
121,2,10,4,sqrt,0.9502899271999168,0.9404352806414662,0.889526741588639,,
122,2,10,4,sqrt,0.9494797513917664,0.9507445589919816,0.8868184396013935,,
123,2,10,4,sqrt,0.9499890047568894,0.9484536082474226,0.8880221293735027,,
124,2,10,4,sqrt,0.9508801981458548,0.9369988545246276,0.8896193331095705,,
125,2,10,4,sqrt,0.9508107545051562,0.9186712485681556,0.8896887767502691,,
126,2,10,4,sqrt,0.9513547296906286,0.9312714776632304,0.8878485202717561,,
127,2,10,4,sqrt,0.9511579727086492,0.9530355097365406,0.8887975833613037,,
128,2,10,4,sqrt,0.9504635363016632,0.9186712485681556,0.8889827664031666,,
129,2,10,4,sqrt,0.9505329799423616,0.9243986254295532,0.8892836888461939,,
130,2,10,4,sqrt,0.950382518720848,0.9438717067583048,0.8889827664031666,,
131,2,10,4,sqrt,0.9501163180981702,0.9392898052691868,0.8873971366072152,,
132,2,10,4,sqrt,0.9499890047568894,0.9381443298969072,0.888218886355482,,
133,2,10,4,sqrt,0.9504056666010812,0.9335624284077892,0.8892605409659611,,
134,2,10,4,sqrt,0.9501510399185196,0.9438717067583048,0.8895961852293376,,
135,2,10,4,sqrt,0.951181120588882,0.9289805269186712,0.8896424809898034,,
136,2,10,4,sqrt,0.9507413108644576,0.9392898052691868,0.8894572979479404,,
137,2,10,4,sqrt,0.9510653811877178,0.9381443298969072,0.8885892524392078,,
138,2,10,4,sqrt,0.9497343780743278,0.9450171821305842,0.8889596185229338,,
139,2,10,4,sqrt,0.9519565745766831,0.9404352806414662,0.8903369173967894,,
140,2,10,4,sqrt,0.9509727896667862,0.9415807560137456,0.8905336743787687,,
141,2,10,4,sqrt,0.950382518720848,0.9289805269186712,0.889711924630502,,
142,2,10,4,sqrt,0.9494334556313004,0.9438717067583048,0.8884272172775778,,
143,2,10,4,sqrt,0.949711230194095,0.9301260022909508,0.8893878543072418,,
144,2,10,4,sqrt,0.9509727896667862,0.9461626575028635,0.8900244210136457,,
145,2,10,4,sqrt,0.9496765083737456,0.9289805269186712,0.8891910973252625,,
146,2,10,4,sqrt,0.9512158424092314,0.9404352806414662,0.8886934179002558,,
147,2,10,4,sqrt,0.9503362229603824,0.9278350515463918,0.8908230228816796,,
148,2,10,4,sqrt,0.950162613858636,0.9530355097365406,0.8895151676485226,,
149,2,10,4,sqrt,0.9495839168528142,0.9530355097365406,0.8884387912176942,,
150,2,10,4,sqrt,0.950833902385389,0.9415807560137456,0.8898392379717828,,
151,2,10,4,sqrt,0.9502783532598004,0.9289805269186712,0.8895846112892212,,
152,2,10,4,sqrt,0.9509843636069027,0.9473081328751431,0.8889596185229338,,
153,2,10,4,sqrt,0.9508917720859712,0.9358533791523482,0.8912512586659876,,
154,2,10,4,sqrt,0.9502320574993344,0.9473081328751431,0.8888554530618858,,
155,2,10,4,sqrt,0.94946817745165,0.9358533791523482,0.886031411673476,,
156,2,10,4,sqrt,0.951100103008067,0.9324169530355098,0.8902674737560908,,
157,2,10,4,sqrt,0.9507181629842248,0.9450171821305842,0.8888901748822352,,
158,2,10,4,sqrt,0.9496533604935128,0.9392898052691868,0.8898855337322484,,
159,2,10,4,sqrt,0.9500237265772388,0.9427262313860252,0.8893299846066597,,
160,2,10,4,sqrt,0.9504056666010812,0.9473081328751431,0.8879642596729205,,
161,2,10,4,sqrt,0.949526047152232,0.9392898052691868,0.8891679494450295,,
162,2,10,4,sqrt,0.950938067846437,0.9369988545246276,0.8876633372298932,,
163,2,10,4,sqrt,0.9504056666010812,0.9347079037800688,0.8901170125345772,,
164,2,10,4,sqrt,0.9504056666010812,0.9369988545246276,0.8880452772537355,,
165,2,10,4,sqrt,0.9505561278225948,0.9324169530355098,0.8894920197682897,,
166,2,10,4,sqrt,0.9514125993912108,0.9335624284077892,0.8902327519357415,,
167,2,10,4,sqrt,0.9496417865533964,0.9335624284077892,0.8886355481996736,,
168,2,10,4,sqrt,0.9480793046376778,0.9198167239404352,0.8863670559368526,,
169,2,10,4,sqrt,0.9494103077510676,0.9266895761741124,0.8890522100438653,,
170,2,10,4,sqrt,0.9507644587446904,0.9381443298969072,0.8898276640316664,,
171,2,10,4,sqrt,0.9508107545051562,0.9427262313860252,0.8891910973252625,,
172,2,10,4,sqrt,0.9502089096191016,0.9289805269186712,0.8892026712653789,,
173,2,10,4,sqrt,0.9503362229603824,0.9392898052691868,0.8893878543072418,,
174,2,10,4,sqrt,0.9501979120853684,0.926605504587156,0.8900488414620032,,
175,2,10,4,sqrt,0.9489710886322076,0.9357798165137616,0.8869123399921298,,
176,2,10,4,sqrt,0.95112381657832,0.9495412844036696,0.8897479225017939,,
177,2,10,4,sqrt,0.9499432883498068,0.948394495412844,0.888324344343881,,
178,2,10,4,sqrt,0.9498969931251592,0.9438073394495412,0.8879539825467003,,
179,2,10,4,sqrt,0.948589153028865,0.9220183486238532,0.8869470614106155,,
180,2,10,4,sqrt,0.9508576190365964,0.93348623853211,0.8890534941320802,,
181,2,10,4,sqrt,0.950035878799102,0.9311926605504588,0.8878035230665957,,
182,2,10,4,sqrt,0.950892340455082,0.9357798165137616,0.8906854008009074,,
183,2,10,4,sqrt,0.9509617832920534,0.9277522935779816,0.8903729080345363,,
184,2,10,4,sqrt,0.9501747644730446,0.9346330275229358,0.8884053609870142,,
185,2,10,4,sqrt,0.9500590264114256,0.9288990825688074,0.8887872965903567,,
186,2,10,4,sqrt,0.9505335524640632,0.93348623853211,0.8909863197611166,,
187,2,10,4,sqrt,0.951112242772158,0.93348623853211,0.8889840512951089,,
188,2,10,4,sqrt,0.951320571283072,0.9357798165137616,0.8891345107752135,,
189,2,10,4,sqrt,0.9510312261290248,0.948394495412844,0.8888220180088424,,
190,2,10,4,sqrt,0.9498738455128354,0.9369266055045872,0.8892155274183468,,
191,2,10,4,sqrt,0.9496307955834355,0.9346330275229358,0.8886947061410615,,
192,2,10,4,sqrt,0.9511469641906436,0.944954128440367,0.8901993009421079,,
193,2,10,4,sqrt,0.9507650285873012,0.9369266055045872,0.8885789680794426,,
194,2,10,4,sqrt,0.9496655170019211,0.944954128440367,0.8881044420268049,,
195,2,10,4,sqrt,0.9507650285873012,0.948394495412844,0.8885905418856045,,
196,2,10,4,sqrt,0.950672438138006,0.9311926605504588,0.8886599847225759,,
197,2,10,4,sqrt,0.9507534547811394,0.9426605504587156,0.8893196916738039,,
198,2,10,4,sqrt,0.9499432883498068,0.9369266055045872,0.889076641744404,,
199,2,10,4,sqrt,0.9493183028170644,0.9311926605504588,0.8851415476493599,,
200,3,10,4,sqrt,0.951713521834238,0.9232531500572738,0.9029293642434694,,
201,3,10,4,sqrt,0.9516903739540052,0.9484536082474226,0.903612226710339,,
202,3,10,4,sqrt,0.95294035948658,0.9358533791523482,0.9056260922905984,,
203,3,10,4,sqrt,0.9526857328040184,0.9335624284077892,0.9039362970335992,,
204,3,10,4,sqrt,0.9522112012592446,0.9484536082474226,0.9045844376801194,,
205,3,10,4,sqrt,0.95261628916332,0.9358533791523482,0.906783486302242,,
206,3,10,4,sqrt,0.9518871309359844,0.9507445589919816,0.90273260726149,,
207,3,10,4,sqrt,0.9529056376662308,0.949599083619702,0.9055450747097834,,
208,3,10,4,sqrt,0.9517945394150532,0.9301260022909508,0.9037163921713868,,
209,3,10,4,sqrt,0.95261628916332,0.9392898052691868,0.9063205286975844,,
210,3,10,4,sqrt,0.9523848103609912,0.9369988545246276,0.902836772722538,,
211,3,10,4,sqrt,0.9529519334266964,0.9450171821305842,0.9052094304464068,,
212,3,10,4,sqrt,0.9525236976423884,0.9518900343642612,0.9050126734644276,,
213,3,10,4,sqrt,0.951898704876101,0.9381443298969072,0.9053135959074547,,
214,3,10,4,sqrt,0.9522574970197104,0.9392898052691868,0.904017314614414,,
215,3,10,4,sqrt,0.9518524091156352,0.9461626575028635,0.9032997303271952,,
216,3,10,4,sqrt,0.952245923079594,0.9473081328751431,0.9045612897998866,,
217,3,10,4,sqrt,0.9520954618580804,0.9438717067583048,0.9053135959074547,,
218,3,10,4,sqrt,0.9524889758220392,0.9358533791523482,0.9060196062545572,,
219,3,10,4,sqrt,0.9521533315586626,0.9381443298969072,0.9052557262068726,,
220,3,10,4,sqrt,0.9524426800615734,0.9186712485681556,0.9032302866864966,,
221,3,10,4,sqrt,0.9522922188400598,0.9461626575028635,0.9046191595004688,,
222,3,10,4,sqrt,0.952245923079594,0.9530355097365406,0.9045034200993044,,
223,3,10,4,sqrt,0.9523153667202926,0.9461626575028635,0.9039247230934828,,
224,3,10,4,sqrt,0.9515051909121424,0.9427262313860252,0.905348317727804,,
225,3,10,4,sqrt,0.9526510109836692,0.9221076746849944,0.904017314614414,,
226,3,10,4,sqrt,0.9518061133551696,0.9335624284077892,0.9054872050092012,,
227,3,10,4,sqrt,0.9512158424092314,0.9564719358533792,0.9024201108783464,,
228,3,10,4,sqrt,0.9516903739540052,0.9278350515463918,0.903102973345216,,
229,3,10,4,sqrt,0.9524774018819226,0.9347079037800688,0.9055103528894342,,
230,3,10,4,sqrt,0.9524774018819226,0.949599083619702,0.9052210043865232,,
231,3,10,4,sqrt,0.9522922188400598,0.9518900343642612,0.9037279661115032,,
232,3,10,4,sqrt,0.9526278631034364,0.9461626575028635,0.9038089836923184,,
233,3,10,4,sqrt,0.9527551764447172,0.9507445589919816,0.9043761067580236,,
234,3,10,4,sqrt,0.951898704876101,0.9484536082474226,0.902917790303353,,
235,3,10,4,sqrt,0.9524195321813403,0.9347079037800688,0.9054987789493176,,
236,3,10,4,sqrt,0.9520260182173818,0.9461626575028635,0.9056260922905984,,
237,3,10,4,sqrt,0.9526394370435528,0.9415807560137456,0.9041909237161608,,
238,3,10,4,sqrt,0.9527088806842512,0.949599083619702,0.9055566486499,,
239,3,10,4,sqrt,0.9521996273191282,0.9427262313860252,0.9057302577516464,,
240,3,10,4,sqrt,0.9527088806842512,0.9369988545246276,0.9037742618719692,,
241,3,10,4,sqrt,0.9524774018819226,0.9289805269186712,0.903183990926031,,
242,3,10,4,sqrt,0.9519334266964504,0.9530355097365406,0.903959444913832,,
243,3,10,4,sqrt,0.9522690709598268,0.9358533791523482,0.9037511139917362,,
244,3,10,4,sqrt,0.9528477679656484,0.9484536082474226,0.9050358213446604,,
245,3,10,4,sqrt,0.9524542540016898,0.9381443298969072,0.9051631346859412,,
246,3,10,4,sqrt,0.9527551764447172,0.9450171821305842,0.903959444913832,,
247,3,10,4,sqrt,0.9524542540016898,0.9358533791523482,0.9051631346859412,,
248,3,10,4,sqrt,0.9524195321813403,0.9564719358533792,0.9069802432842212,,
249,3,10,4,sqrt,0.9534264649714702,0.9507445589919816,0.9047117510214002,,
250,3,10,4,sqrt,0.95294035948658,0.9473081328751431,0.9046886031411674,,
251,3,10,4,sqrt,0.953044524947628,0.9312714776632304,0.905452483188852,,
252,3,10,4,sqrt,0.953206560109258,0.9473081328751431,0.9043182370574414,,
253,3,10,4,sqrt,0.9519681485167996,0.9392898052691868,0.9045844376801194,,
254,3,10,4,sqrt,0.9517945394150532,0.9461626575028635,0.9014710477887988,,
255,3,10,4,sqrt,0.9514820430319092,0.9392898052691868,0.9040288885545308,,
256,3,10,4,sqrt,0.9527088806842512,0.9427262313860252,0.9041330540155784,,
257,3,10,4,sqrt,0.9524542540016898,0.9530355097365406,0.905024247404544,,
258,3,10,4,sqrt,0.9523037927801762,0.9415807560137456,0.9058922929132764,,
259,3,10,4,sqrt,0.9526047152232034,0.9518900343642612,0.9038321315725512,,
260,3,10,4,sqrt,0.9519912963970324,0.9484536082474226,0.9055219268295506,,
261,3,10,4,sqrt,0.9509727896667862,0.9473081328751431,0.9044455503987222,,
262,3,10,4,sqrt,0.951898704876101,0.9427262313860252,0.9033228782074282,,
263,3,10,4,sqrt,0.9517945394150532,0.9404352806414662,0.9045265679795372,,
264,3,10,4,sqrt,0.9527320285644842,0.9461626575028635,0.9050126734644276,,
265,3,10,4,sqrt,0.9522922188400598,0.9312714776632304,0.9050473952847768,,
266,3,10,4,sqrt,0.9531139685883264,0.9415807560137456,0.9041562018958114,,
267,3,10,4,sqrt,0.9527204546243676,0.9347079037800688,0.9054872050092012,,
268,3,10,4,sqrt,0.953206560109258,0.9324169530355098,0.9053251698475712,,
269,3,10,4,sqrt,0.9510538072476012,0.9312714776632304,0.9038205576324349,,
270,3,10,4,sqrt,0.9519450006365668,0.9358533791523482,0.9029756600039353,,
271,3,10,4,sqrt,0.9526973067441348,0.9473081328751431,0.9045149940394208,,
272,3,10,4,sqrt,0.9529866552470456,0.9438717067583048,0.904862212242914,,
273,3,10,4,sqrt,0.9515746345528407,0.9461626575028635,0.9032534345667296,,
274,3,10,4,sqrt,0.9518298187541956,0.9311926605504588,0.9038216707946576,,
275,3,10,4,sqrt,0.9523043448068332,0.9541284403669724,0.9050369204416564,,
276,3,10,4,sqrt,0.9521191639082428,0.9529816513761468,0.903323997129696,,
277,3,10,4,sqrt,0.9520960162959192,0.9552752293577982,0.9037175065392004,,
278,3,10,4,sqrt,0.9520149996527858,0.944954128440367,0.904643411032152,,
279,3,10,4,sqrt,0.9521770329390524,0.9426605504587156,0.9045508205828569,,
280,3,10,4,sqrt,0.9523043448068332,0.9357798165137616,0.9051063632786278,,
281,3,10,4,sqrt,0.9520265734589476,0.930045871559633,0.9030462257818106,,
282,3,10,4,sqrt,0.9521191639082428,0.9288990825688074,0.9028378972708964,,
283,3,10,4,sqrt,0.9526747066040138,0.930045871559633,0.9051295108909516,,
284,3,10,4,sqrt,0.9525821161547188,0.94151376146789,0.9056734797805608,,
285,3,10,4,sqrt,0.9526168375732044,0.9426605504587156,0.9054998726881324,,
286,3,10,4,sqrt,0.9521538853267284,0.9323394495412844,0.903335570935858,,
287,3,10,4,sqrt,0.952211754357538,0.944954128440367,0.9056734797805608,,
288,3,10,4,sqrt,0.9519108353973288,0.944954128440367,0.9036133422837436,,
289,3,10,4,sqrt,0.9518413925603574,0.9426605504587156,0.9048054443184186,,
290,3,10,4,sqrt,0.9511932594152912,0.9426605504587156,0.9059859725469318,,
291,3,10,4,sqrt,0.9513784403138816,0.9392201834862384,0.904192032591838,,
292,3,10,4,sqrt,0.952107590102081,0.9461009174311926,0.9052568227587324,,
293,3,10,4,sqrt,0.9521191639082428,0.9323394495412844,0.9054767250758085,,
294,3,10,4,sqrt,0.9526862804101756,0.9518348623853212,0.904435082521238,,
295,3,10,4,sqrt,0.9529061827272516,0.948394495412844,0.9041804587856762,,
296,3,10,4,sqrt,0.9517950973357098,0.9461009174311926,0.9047360014814472,,
297,3,10,4,sqrt,0.9516446378556052,0.9472477064220184,0.9037406541515244,,
298,3,10,4,sqrt,0.9513784403138816,0.9357798165137616,0.903879539825467,,
299,3,10,4,sqrt,0.9518645401726812,0.9461009174311926,0.9050600680539802,,
300,4,10,4,sqrt,0.9520954618580804,0.9301260022909508,0.9150820013657248,,
301,4,10,4,sqrt,0.95294035948658,0.9461626575028635,0.9148273746831634,,
302,4,10,4,sqrt,0.9528130461452992,0.9369988545246276,0.9169106839041214,,
303,4,10,4,sqrt,0.9529056376662308,0.9415807560137456,0.9152556104674714,,
304,4,10,4,sqrt,0.9526973067441348,0.9530355097365406,0.915776437772711,,
305,4,10,4,sqrt,0.9527204546243676,0.9381443298969072,0.9160426383953888,,
306,4,10,4,sqrt,0.9531371164685594,0.9541809851088202,0.9152324625872386,,
307,4,10,4,sqrt,0.9524426800615734,0.9438717067583048,0.9161468038564368,,
308,4,10,4,sqrt,0.9537505352947304,0.9369988545246276,0.9156491244314302,,
309,4,10,4,sqrt,0.952245923079594,0.9415807560137456,0.9169569796645872,,
310,4,10,4,sqrt,0.9526047152232034,0.9415807560137456,0.9163204129581832,,
311,4,10,4,sqrt,0.9530560988877445,0.9427262313860252,0.9175356766704088,,
312,4,10,4,sqrt,0.9526047152232034,0.9450171821305842,0.9155218110901494,,
313,4,10,4,sqrt,0.9534611867918196,0.9392898052691868,0.915857455353526,,
314,4,10,4,sqrt,0.9527667503848336,0.9358533791523482,0.9165750396407448,,
315,4,10,4,sqrt,0.9529750813069292,0.9450171821305842,0.915220888647122,,
316,4,10,4,sqrt,0.9523500885406418,0.9564719358533792,0.9146190437610676,,
317,4,10,4,sqrt,0.9529172116063472,0.9438717067583048,0.915267184407588,,
318,4,10,4,sqrt,0.9524426800615734,0.9369988545246276,0.9162162474971356,,
319,4,10,4,sqrt,0.9527320285644842,0.9381443298969072,0.915510237150033,,
320,4,10,4,sqrt,0.953368595270888,0.9209621993127148,0.9170611451256352,,
321,4,10,4,sqrt,0.9524889758220392,0.9450171821305842,0.9165634657006284,,
322,4,10,4,sqrt,0.9528130461452992,0.9530355097365406,0.916181525676786,,
323,4,10,4,sqrt,0.9526278631034364,0.9541809851088202,0.915776437772711,,
324,4,10,4,sqrt,0.9532412819296072,0.9427262313860252,0.915267184407588,,
325,4,10,4,sqrt,0.9526278631034364,0.9358533791523482,0.916899109964005,,
326,4,10,4,sqrt,0.952593141283087,0.9381443298969072,0.9147695049825812,,
327,4,10,4,sqrt,0.9528940637261144,0.9553264604810996,0.9150472795453756,,
328,4,10,4,sqrt,0.9531602643487924,0.9266895761741124,0.9151745928866564,,
329,4,10,4,sqrt,0.9527667503848336,0.9392898052691868,0.9171305887663336,,
330,4,10,4,sqrt,0.9523616624807584,0.9461626575028635,0.9151861668267728,,
331,4,10,4,sqrt,0.9524195321813403,0.9553264604810996,0.9159037511139916,,
332,4,10,4,sqrt,0.9519681485167996,0.949599083619702,0.9129986921447668,,
