,estimators,min_samples_split,min_samples_leaf,features,accuracy_in_sample,accuracy_out_of_sample,oob_score,public_score,private_score
0,1,10,4,sqrt,0.9369220263654356,0.9083619702176404,0.8639830557516696,,
1,1,10,4,sqrt,0.9394567192509344,0.9243986254295532,0.8658811819307647,,
2,1,10,4,sqrt,0.938959039825928,0.9186712485681556,0.8657654425296003,,
3,1,10,4,sqrt,0.938056272496846,0.9129438717067584,0.8647122139790049,,
4,1,10,4,sqrt,0.939283110149188,0.9221076746849944,0.8667608013796136,,
5,1,10,4,sqrt,0.9390979271073252,0.9117983963344788,0.8661010867929769,,
6,1,10,4,sqrt,0.940984479346304,0.9232531500572738,0.8670154280621752,,
7,1,10,4,sqrt,0.937303966389278,0.9232531500572738,0.8645849006377241,,
8,1,10,4,sqrt,0.9396650501730304,0.9129438717067584,0.8671195935232231,,
9,1,10,4,sqrt,0.9377784979340515,0.9312714776632304,0.8650131364220321,,
10,1,10,4,sqrt,0.939121074987558,0.9140893470790378,0.866714505619148,,
11,1,10,4,sqrt,0.9387622828439486,0.9289805269186712,0.8653487806854088,,
12,1,10,4,sqrt,0.9417946551544544,0.9312714776632304,0.8679529172116064,,
13,1,10,4,sqrt,0.9377437761137024,0.9152348224513172,0.8653140588650594,,
14,1,10,4,sqrt,0.9394567192509344,0.9117983963344788,0.8658464601104154,,
15,1,10,4,sqrt,0.9362738857189152,0.9255441008018328,0.8642492563743476,,
16,1,10,4,sqrt,0.9397923635143112,0.9392898052691868,0.8667260795592644,,
17,1,10,4,sqrt,0.9387854307241814,0.9266895761741124,0.8671311674633395,,
18,1,10,4,sqrt,0.9392599622689553,0.9152348224513172,0.8652446152243608,,
19,1,10,4,sqrt,0.9377553500538188,0.9186712485681556,0.8667029316790315,,
20,1,10,4,sqrt,0.9406604090230436,0.9117983963344788,0.8668996886610109,,
21,1,10,4,sqrt,0.9385770998020856,0.9289805269186712,0.8659737734516961,,
22,1,10,4,sqrt,0.940961331466071,0.9381443298969072,0.867489959606949,,
23,1,10,4,sqrt,0.9393988495503524,0.9335624284077892,0.8663672874156549,,
24,1,10,4,sqrt,0.9403594865800164,0.9152348224513172,0.866795523199963,,
25,1,10,4,sqrt,0.9378247936945174,0.9083619702176404,0.8660316431522783,,
26,1,10,4,sqrt,0.9398733810951262,0.9152348224513172,0.8664367310563535,,
27,1,10,4,sqrt,0.9386233955625514,0.9243986254295532,0.866182104373792,,
28,1,10,4,sqrt,0.9371303572875314,0.9106529209621992,0.8646196224580734,,
29,1,10,4,sqrt,0.9393178319695374,0.9278350515463918,0.8660779389127441,,
30,1,10,4,sqrt,0.9359961111561208,0.9221076746849944,0.864156664853416,,
31,1,10,4,sqrt,0.9385770998020856,0.9312714776632304,0.8655455376673881,,
32,1,10,4,sqrt,0.9409729054061874,0.9312714776632304,0.8671427414034559,,
33,1,10,4,sqrt,0.938935891945695,0.9324169530355098,0.8670038541220588,,
34,1,10,4,sqrt,0.9390632052869758,0.9152348224513172,0.8664367310563535,,
35,1,10,4,sqrt,0.9391557968079072,0.9117983963344788,0.8659390516313469,,
36,1,10,4,sqrt,0.9373734100299764,0.9175257731958762,0.8651288758231965,,
37,1,10,4,sqrt,0.938588673742202,0.9324169530355098,0.8663209916551892,,
38,1,10,4,sqrt,0.9381372900776612,0.9347079037800688,0.8650941540028472,,
39,1,10,4,sqrt,0.9400238423166398,0.9324169530355098,0.8662399740743741,,
40,1,10,4,sqrt,0.9393409798497704,0.9324169530355098,0.8671543153435725,,
41,1,10,4,sqrt,0.9362738857189152,0.9060710194730812,0.8632191757039849,,
42,1,10,4,sqrt,0.9404983738614136,0.9255441008018328,0.8675825511278805,,
43,1,10,4,sqrt,0.937790071874168,0.9266895761741124,0.8665408965174014,,
44,1,10,4,sqrt,0.9352553789886692,0.9175257731958762,0.8644344394162105,,
45,1,10,4,sqrt,0.938264603418942,0.9129438717067584,0.8664946007569356,,
46,1,10,4,sqrt,0.9388433004247636,0.9198167239404352,0.8665524704575178,,
47,1,10,4,sqrt,0.9381372900776612,0.9129438717067584,0.8662168261941413,,
48,1,10,4,sqrt,0.9391789446881402,0.9461626575028635,0.8656959988889017,,
49,1,10,4,sqrt,0.9391789446881402,0.9301260022909508,0.8640177775720188,,
50,1,10,4,sqrt,0.9400122683765234,0.9335624284077892,0.8666219140982164,,
51,1,10,4,sqrt,0.940162729598037,0.9037800687285223,0.8665177486371686,,
52,1,10,4,sqrt,0.9379405330956818,0.9243986254295532,0.8643302739551626,,
53,1,10,4,sqrt,0.9380099767363804,0.9198167239404352,0.8658233122301825,,
54,1,10,4,sqrt,0.9395261628916332,0.9198167239404352,0.8656265552482032,,
55,1,10,4,sqrt,0.9411349405678175,0.9095074455899198,0.8671774632238053,,
56,1,10,4,sqrt,0.9382530294788256,0.9152348224513172,0.8656149813080867,,
57,1,10,4,sqrt,0.940880313885256,0.9312714776632304,0.8678024559900928,,
58,1,10,4,sqrt,0.9398618071550098,0.9289805269186712,0.8667723753197301,,
59,1,10,4,sqrt,0.9345956644020323,0.9198167239404352,0.8630571405423548,,
60,1,10,4,sqrt,0.9413201236096804,0.9392898052691868,0.8675478293075312,,
61,1,10,4,sqrt,0.9392715362090716,0.9209621993127148,0.8664946007569356,,
62,1,10,4,sqrt,0.9364937905811276,0.9198167239404352,0.8645154569970255,,
63,1,10,4,sqrt,0.9402784689992014,0.9221076746849944,0.8669228365412437,,
64,1,10,4,sqrt,0.941227532088749,0.9163802978235968,0.8670385759424081,,
65,1,10,4,sqrt,0.9412854017893312,0.9163802978235968,0.868797814840106,,
66,1,10,4,sqrt,0.938218307658476,0.9209621993127148,0.8655918334278538,,
67,1,10,4,sqrt,0.940961331466071,0.9129438717067584,0.8671543153435725,,
68,1,10,4,sqrt,0.937790071874168,0.9186712485681556,0.8658233122301825,,
69,1,10,4,sqrt,0.9382877512991749,0.9140893470790378,0.8651520237034294,,
70,1,10,4,sqrt,0.9375354451916066,0.9014891179839634,0.864156664853416,,
71,1,10,4,sqrt,0.9400701380771056,0.9289805269186712,0.8662168261941413,,
72,1,10,4,sqrt,0.9359845372160044,0.9152348224513172,0.8644575872964433,,
73,1,10,4,sqrt,0.9386581173829006,0.9301260022909508,0.8655339637272716,,
74,1,10,4,sqrt,0.937420430082637,0.911697247706422,0.8662299483808246,,
75,1,10,4,sqrt,0.9401171269183584,0.9208715596330276,0.866727622045786,,
76,1,10,4,sqrt,0.9363324923034188,0.9323394495412844,0.864748501192102,,
77,1,10,4,sqrt,0.941251359922224,0.9392201834862384,0.8662646697993102,,
78,1,10,4,sqrt,0.9398625031827968,0.9243119266055044,0.8651883058262541,,
79,1,10,4,sqrt,0.9367491493252472,0.9220183486238532,0.8651651582139303,,
80,1,10,4,sqrt,0.940383324460082,0.9231651376146788,0.8681627740098609,,
81,1,10,4,sqrt,0.9406610958079674,0.9139908256880734,0.8672368695169094,,
82,1,10,4,sqrt,0.9358232448322956,0.911697247706422,0.8643549917825977,,
83,1,10,4,sqrt,0.9398740769889586,0.911697247706422,0.866727622045786,,
84,1,10,4,sqrt,0.9383579083817504,0.9128440366972476,0.8661373579315294,,
85,1,10,4,sqrt,0.9400013888567396,0.9174311926605504,0.8674799194463091,,
86,1,10,4,sqrt,0.939052336751464,0.911697247706422,0.866727622045786,,
87,1,10,4,sqrt,0.9378255132983032,0.9254587155963304,0.8641350894655216,,
88,1,10,4,sqrt,0.9410893266359576,0.930045871559633,0.8668086386889192,,
89,1,10,4,sqrt,0.9376056109812272,0.926605504587156,0.8665655887595195,,
90,1,10,4,sqrt,0.9381611536769984,0.9243119266055044,0.8649105344783685,,
91,1,10,4,sqrt,0.941251359922224,0.9323394495412844,0.8681627740098609,,
92,1,10,4,sqrt,0.9396773222842064,0.9162844036697247,0.8665771625656814,,
93,1,10,4,sqrt,0.9371658063470752,0.9174311926605504,0.8640656466285502,,
94,1,10,4,sqrt,0.938728270178931,0.9231651376146788,0.8656165366542441,,
95,1,10,4,sqrt,0.9372236753778848,0.930045871559633,0.8647600749982639,,
96,1,10,4,sqrt,0.9400824054998728,0.9277522935779816,0.8663572602486054,,
97,1,10,4,sqrt,0.9377213490428462,0.9277522935779816,0.8648063702229115,,
98,1,10,4,sqrt,0.9359158352815908,0.9162844036697247,0.8639614823730932,,
99,1,10,4,sqrt,0.9376519062058748,0.9197247706422018,0.8649799773153399,,
100,2,10,4,sqrt,0.9502899271999168,0.9301260022909508,0.8890522100438653,,
101,2,10,4,sqrt,0.9507760326848068,0.9461626575028635,0.890672561660166,,
102,2,10,4,sqrt,0.9501510399185196,0.9232531500572738,0.8881378687746669,,
103,2,10,4,sqrt,0.9517019478941215,0.9347079037800688,0.8902443258758579,,
104,2,10,4,sqrt,0.9503940926609644,0.9450171821305842,0.8892026712653789,,
105,2,10,4,sqrt,0.9495839168528142,0.9278350515463918,0.8873739887269824,,
106,2,10,4,sqrt,0.9495144732121156,0.9518900343642612,0.8895614634089883,,
107,2,10,4,sqrt,0.9504751102417796,0.9347079037800688,0.8906262658997003,,
108,2,10,4,sqrt,0.9515283387923752,0.9289805269186712,0.8894920197682897,,
109,2,10,4,sqrt,0.9499658568766564,0.9301260022909508,0.8881031469543177,,
110,2,10,4,sqrt,0.9490052198469924,0.9381443298969072,0.8867258480804621,,
111,2,10,4,sqrt,0.9499890047568894,0.9335624284077892,0.8892952627863103,,
112,2,10,4,sqrt,0.9509264939063206,0.949599083619702,0.8898276640316664,,
113,2,10,4,sqrt,0.9511116769481834,0.9369988545246276,0.8885313827386258,,
114,2,10,4,sqrt,0.951343155750512,0.9335624284077892,0.8897466464508512,,
115,2,10,4,sqrt,0.9511348248284164,0.9450171821305842,0.8890174882235159,,
116,2,10,4,sqrt,0.9499658568766564,0.949599083619702,0.8878022245112904,,
117,2,10,4,sqrt,0.9497228041342114,0.9381443298969072,0.8896540549299198,,
118,2,10,4,sqrt,0.9508223284452726,0.9324169530355098,0.8889017488223516,,
