,tpr,fpr
0,0.0,0.0
1,0.6666666666666666,0.0056022408963585435
2,0.6666666666666666,0.0056022408963585435
3,0.6666666666666666,0.0056022408963585435
4,0.6666666666666666,0.0056022408963585435
5,0.6855345911949685,0.0056022408963585435
6,0.6729559748427673,0.0056022408963585435
7,0.6729559748427673,0.0056022408963585435
8,0.6729559748427673,0.0056022408963585435
9,0.6729559748427673,0.0056022408963585435
10,0.6729559748427673,0.0056022408963585435
11,0.6729559748427673,0.0056022408963585435
12,0.6729559748427673,0.0056022408963585435
13,0.6729559748427673,0.0056022408963585435
14,0.6729559748427673,0.0056022408963585435
15,0.6729559748427673,0.0056022408963585435
16,0.6729559748427673,0.0056022408963585435
17,0.6729559748427673,0.0056022408963585435
18,0.6729559748427673,0.0056022408963585435
19,0.6729559748427673,0.0056022408963585435
20,0.6729559748427673,0.0056022408963585435
21,0.6981132075471698,0.0056022408963585435
22,0.6981132075471698,0.0056022408963585435
23,0.6981132075471698,0.0056022408963585435
24,0.6981132075471698,0.0056022408963585435
25,0.6981132075471698,0.0056022408963585435
26,0.6981132075471698,0.0056022408963585435
27,0.6981132075471698,0.0056022408963585435
28,0.6981132075471698,0.0056022408963585435
29,0.6981132075471698,0.0056022408963585435
30,0.6981132075471698,0.0056022408963585435
31,0.6981132075471698,0.0056022408963585435
32,0.6981132075471698,0.0056022408963585435
33,0.6855345911949685,0.0056022408963585435
34,0.6855345911949685,0.0056022408963585435
35,0.6855345911949685,0.0056022408963585435
36,0.6855345911949685,0.0056022408963585435
37,0.710691823899371,0.0056022408963585435
38,0.710691823899371,0.0056022408963585435
39,0.710691823899371,0.0056022408963585435
40,0.710691823899371,0.0056022408963585435
41,0.710691823899371,0.0056022408963585435
42,0.710691823899371,0.0056022408963585435
43,0.710691823899371,0.0056022408963585435
44,0.710691823899371,0.0056022408963585435
45,0.710691823899371,0.0056022408963585435
46,0.710691823899371,0.0056022408963585435
47,0.710691823899371,0.0056022408963585435
48,0.710691823899371,0.0056022408963585435
49,0.710691823899371,0.0056022408963585435
50,0.710691823899371,0.0056022408963585435
51,0.710691823899371,0.0056022408963585435
52,0.710691823899371,0.0056022408963585435
53,0.710691823899371,0.0056022408963585435
54,0.710691823899371,0.0056022408963585435
55,0.710691823899371,0.0056022408963585435
56,0.710691823899371,0.0056022408963585435
