,max_depth,min_samples_split,max_leaf_nodes,min_samples_leaf,min_impurity_decrease,accuracy_in_sample,accuracy_out_of_sample
0,1.0,2,none,1,0.0,0.8704065925162903,0.872852233676976
1,1.0,2,none,1,0.0,0.8705339058575711,0.8602520045819015
2,1.0,2,none,1,0.0,0.8705802016180368,0.8556701030927835
3,1.0,2,none,1,0.0,0.8704413143366396,0.8694158075601375
4,1.0,2,none,1,0.0,0.8704991840372218,0.86368843069874
5,1.0,2,none,1,0.0,0.870371870695941,0.8762886597938144
6,1.0,2,none,1,0.0,0.8703140009953588,0.8820160366552119
7,1.0,2,none,1,0.0,0.8706033494982697,0.8533791523482245
8,1.0,2,none,1,0.0,0.870371870695941,0.8762886597938144
9,1.0,2,none,1,0.0,0.8706149234383861,0.852233676975945
10,1.0,2,none,1,0.0,0.8703140009953588,0.8820160366552119
11,1.0,2,none,1,0.0,0.8706727931389683,0.8465063001145475
12,1.0,2,none,1,0.0,0.8704760361569889,0.865979381443299
13,1.0,2,none,1,0.0,0.8702792791750096,0.8854524627720504
14,1.0,2,none,1,0.0,0.8704297403965232,0.870561282932417
15,1.0,2,none,1,0.0,0.8703024270552424,0.8831615120274914
16,1.0,2,none,1,0.0,0.8702677052348932,0.8865979381443299
17,1.0,2,none,1,0.0,0.8704644622168725,0.8671248568155785
18,1.0,2,none,1,0.0,0.8702792791750096,0.8854524627720504
19,1.0,2,none,1,0.0,0.8705107579773382,0.8625429553264605
20,1.0,2,none,1,0.0,0.870371870695941,0.8762886597938144
21,1.0,2,none,1,0.0,0.8703255749354752,0.8808705612829324
22,1.0,2,none,1,0.0,0.8703024270552424,0.8831615120274914
23,1.0,2,none,1,0.0,0.8704065925162903,0.872852233676976
24,1.0,2,none,1,0.0,0.8703602967558246,0.8774341351660939
25,1.0,2,none,1,0.0,0.8704876100971054,0.8648339060710195
26,1.0,2,none,1,0.0,0.8704760361569889,0.865979381443299
27,1.0,2,none,1,0.0,0.8704065925162903,0.872852233676976
28,1.0,2,none,1,0.0,0.8703140009953588,0.8820160366552119
29,1.0,2,none,1,0.0,0.8703602967558246,0.8774341351660939
30,1.0,2,none,1,0.0,0.8704413143366396,0.8694158075601375
31,1.0,2,none,1,0.0,0.8705107579773382,0.8625429553264605
32,1.0,2,none,1,0.0,0.8704297403965232,0.870561282932417
33,1.0,2,none,1,0.0,0.8704760361569889,0.865979381443299
34,1.0,2,none,1,0.0,0.8705802016180368,0.8556701030927835
35,1.0,2,none,1,0.0,0.8705454797976875,0.8591065292096219
36,1.0,2,none,1,0.0,0.8705802016180368,0.8556701030927835
37,1.0,2,none,1,0.0,0.8706264973785026,0.8510882016036655
38,1.0,2,none,1,0.0,0.8705686276779204,0.856815578465063
39,1.0,2,none,1,0.0,0.870557053737804,0.8579610538373424
40,1.0,2,none,1,0.0,0.8704876100971054,0.8648339060710195
41,1.0,2,none,1,0.0,0.8703024270552424,0.8831615120274914
42,1.0,2,none,1,0.0,0.870209835534311,0.8923253150057274
43,1.0,2,none,1,0.0,0.8702792791750096,0.8854524627720504
44,1.0,2,none,1,0.0,0.8705223319174547,0.861397479954181
45,1.0,2,none,1,0.0,0.8704065925162903,0.872852233676976
46,1.0,2,none,1,0.0,0.870371870695941,0.8762886597938144
47,1.0,2,none,1,0.0,0.8706612191988519,0.847651775486827
48,1.0,2,none,1,0.0,0.8705107579773382,0.8625429553264605
49,1.0,2,none,1,0.0,0.8704644622168725,0.8671248568155785
50,1.0,2,none,1,0.0,0.8704065925162903,0.872852233676976
51,1.0,2,none,1,0.0,0.8703487228157082,0.8785796105383734
52,1.0,2,none,1,0.0,0.8703950185761739,0.8739977090492554
53,1.0,2,none,1,0.0,0.8702561312947766,0.8877434135166093
54,1.0,2,none,1,0.0,0.8703255749354752,0.8808705612829324
55,1.0,2,none,1,0.0,0.870557053737804,0.8579610538373424
56,1.0,2,none,1,0.0,0.8705454797976875,0.8591065292096219
57,1.0,2,none,1,0.0,0.8704876100971054,0.8648339060710195
58,1.0,2,none,1,0.0,0.870371870695941,0.8762886597938144
59,1.0,2,none,1,0.0,0.8702677052348932,0.8865979381443299
60,1.0,2,none,1,0.0,0.8705223319174547,0.861397479954181
61,1.0,2,none,1,0.0,0.8703950185761739,0.8739977090492554
62,1.0,2,none,1,0.0,0.870557053737804,0.8579610538373424
63,1.0,2,none,1,0.0,0.8705223319174547,0.861397479954181
64,1.0,2,none,1,0.0,0.8703024270552424,0.8831615120274914
65,1.0,2,none,1,0.0,0.8704181664564068,0.8717067583046965
66,1.0,2,none,1,0.0,0.8704065925162903,0.872852233676976
67,1.0,2,none,1,0.0,0.870209835534311,0.8923253150057274
68,1.0,2,none,1,0.0,0.8703371488755918,0.8797250859106529
69,1.0,2,none,1,0.0,0.8705454797976875,0.8591065292096219
70,1.0,2,none,1,0.0,0.8702329834145438,0.8900343642611683
71,1.0,2,none,1,0.0,0.8704760361569889,0.865979381443299
72,1.0,2,none,1,0.0,0.8701635397738452,0.8969072164948454
73,1.0,2,none,1,0.0,0.8703140009953588,0.8820160366552119
74,1.0,2,none,1,0.0,0.8703155019559733,0.8818807339449541
75,1.0,2,none,1,0.0,0.8704312400175922,0.8704128440366973
76,1.0,2,none,1,0.0,0.8704659614360779,0.8669724770642202
77,1.0,2,none,1,0.0,0.8706164209161825,0.8520642201834863
78,1.0,2,none,1,0.0,0.8704196662114303,0.8715596330275229
79,1.0,2,none,1,0.0,0.8705006828545635,0.8635321100917431
80,1.0,2,none,1,0.0,0.8705469780792111,0.8589449541284404
81,1.0,2,none,1,0.0,0.8703617971806208,0.8772935779816514
82,1.0,2,none,1,0.0,0.8702807805374876,0.8853211009174312
83,1.0,2,none,1,0.0,0.8705238304668873,0.8612385321100917
84,1.0,2,none,1,0.0,0.8705469780792111,0.8589449541284404
85,1.0,2,none,1,0.0,0.8705238304668873,0.8612385321100917
86,1.0,2,none,1,0.0,0.8704775352422398,0.8658256880733946
87,1.0,2,none,1,0.0,0.8705701256915349,0.856651376146789
88,1.0,2,none,1,0.0,0.8705006828545635,0.8635321100917431
89,1.0,2,none,1,0.0,0.8704196662114303,0.8715596330275229
90,1.0,2,none,1,0.0,0.870454387629916,0.8681192660550459
91,1.0,2,none,1,0.0,0.8703155019559733,0.8818807339449541
92,1.0,2,none,1,0.0,0.8704080924052684,0.8727064220183486
93,1.0,2,none,1,0.0,0.870558551885373,0.8577981651376146
94,1.0,2,none,1,0.0,0.8703965185991065,0.8738532110091743
95,1.0,2,none,1,0.0,0.8704659614360779,0.8669724770642202
96,1.0,2,none,1,0.0,0.8704312400175922,0.8704128440366973
97,1.0,2,none,1,0.0,0.8701881900881924,0.8944954128440367
98,1.0,2,none,1,0.0,0.8703849447929446,0.875
99,1.0,2,none,1,0.0,0.870558551885373,0.8577981651376146
100,2.0,2,none,1,0.0,0.9030335297045172,0.9072164948453608
101,2.0,2,none,1,0.0,0.9032071388062638,0.8900343642611683
102,2.0,2,none,1,0.0,0.9031724169859146,0.8934707903780069
103,2.0,2,none,1,0.0,0.903160843045798,0.8946162657502864
104,2.0,2,none,1,0.0,0.9031724169859146,0.8934707903780069
105,2.0,2,none,1,0.0,0.9031955648661474,0.8911798396334479
106,2.0,2,none,1,0.0,0.9028714945428872,0.9232531500572738
107,2.0,2,none,1,0.0,0.9030219557644008,0.9083619702176404
108,2.0,2,none,1,0.0,0.9029640860638188,0.9140893470790378
109,2.0,2,none,1,0.0,0.9029872339440516,0.9117983963344788
110,2.0,2,none,1,0.0,0.9031724169859146,0.8934707903780069
111,2.0,2,none,1,0.0,0.903183990926031,0.8923253150057274
112,2.0,2,none,1,0.0,0.9029525121237024,0.9152348224513172
113,2.0,2,none,1,0.0,0.9029872339440516,0.9117983963344788
114,2.0,2,none,1,0.0,0.9029525121237024,0.9152348224513172
115,2.0,2,none,1,0.0,0.902998807884168,0.9106529209621992
116,2.0,2,none,1,0.0,0.9031261212254488,0.8980526918671249
