,max_depth,min_samples_split,max_leaf_nodes,min_samples_leaf,min_impurity_decrease,accuracy_in_sample,accuracy_out_of_sample
0,none,2,none,1,0.0,0.9999768521197672,0.9243986254295532
1,none,2,none,1,0.0,0.9999768521197672,0.9037800687285223
2,none,2,none,1,0.0,0.9999768521197672,0.9198167239404352
3,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
4,none,2,none,1,0.0,0.9999768521197672,0.9163802978235968
5,none,2,none,1,0.0,0.9999768521197672,0.9026345933562429
6,none,2,none,1,0.0,0.9999768521197672,0.9266895761741124
7,none,2,none,1,0.0,0.9999768521197672,0.8969072164948454
8,none,2,none,1,0.0,0.9999768521197672,0.9221076746849944
9,none,2,none,1,0.0,0.9999768521197672,0.9095074455899198
10,none,2,none,1,0.0,0.9999768521197672,0.9095074455899198
11,none,2,none,1,0.0,0.9999768521197672,0.9129438717067584
12,none,2,none,1,0.0,0.9999768521197672,0.9175257731958762
13,none,2,none,1,0.0,0.9999768521197672,0.9243986254295532
14,none,2,none,1,0.0,0.9999768521197672,0.9221076746849944
15,none,2,none,1,0.0,0.9999768521197672,0.9221076746849944
16,none,2,none,1,0.0,0.9999768521197672,0.9083619702176404
17,none,2,none,1,0.0,0.9999768521197672,0.9278350515463918
18,none,2,none,1,0.0,0.9999768521197672,0.9186712485681556
19,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
20,none,2,none,1,0.0,0.9999768521197672,0.8888888888888888
21,none,2,none,1,0.0,0.9999768521197672,0.9037800687285223
22,none,2,none,1,0.0,0.9999768521197672,0.9289805269186712
23,none,2,none,1,0.0,0.9999768521197672,0.8934707903780069
24,none,2,none,1,0.0,0.9999768521197672,0.9072164948453608
25,none,2,none,1,0.0,0.9999768521197672,0.9106529209621992
26,none,2,none,1,0.0,0.9999768521197672,0.9129438717067584
27,none,2,none,1,0.0,0.9999768521197672,0.8911798396334479
28,none,2,none,1,0.0,0.9999768521197672,0.9163802978235968
29,none,2,none,1,0.0,0.9999768521197672,0.9106529209621992
30,none,2,none,1,0.0,0.9999768521197672,0.9129438717067584
31,none,2,none,1,0.0,0.9999768521197672,0.9129438717067584
32,none,2,none,1,0.0,0.9999768521197672,0.9095074455899198
33,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
34,none,2,none,1,0.0,0.9999768521197672,0.9003436426116839
35,none,2,none,1,0.0,0.9999768521197672,0.9175257731958762
36,none,2,none,1,0.0,0.9999768521197672,0.9060710194730812
37,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
38,none,2,none,1,0.0,0.9999768521197672,0.9117983963344788
39,none,2,none,1,0.0,0.9999768521197672,0.9221076746849944
40,none,2,none,1,0.0,0.9999768521197672,0.9117983963344788
41,none,2,none,1,0.0,0.9999884260598836,0.9095074455899198
42,none,2,none,1,0.0,0.9999768521197672,0.9243986254295532
43,none,2,none,1,0.0,0.9999768521197672,0.9301260022909508
44,none,2,none,1,0.0,0.9999768521197672,0.9198167239404352
45,none,2,none,1,0.0,0.9999768521197672,0.9140893470790378
46,none,2,none,1,0.0,0.9999768521197672,0.9186712485681556
47,none,2,none,1,0.0,0.9999768521197672,0.9129438717067584
48,none,2,none,1,0.0,0.9999768521197672,0.9209621993127148
49,none,2,none,1,0.0,0.9999768521197672,0.9117983963344788
50,none,2,none,1,0.0,0.9999884260598836,0.9129438717067584
51,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
52,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
53,none,2,none,1,0.0,0.9999768521197672,0.9083619702176404
54,none,2,none,1,0.0,0.9999884260598836,0.9381443298969072
55,none,2,none,1,0.0,0.9999768521197672,0.9037800687285223
56,none,2,none,1,0.0,0.9999768521197672,0.9049255441008018
57,none,2,none,1,0.0,0.9999768521197672,0.9175257731958762
58,none,2,none,1,0.0,0.9999768521197672,0.9060710194730812
59,none,2,none,1,0.0,0.9999768521197672,0.9232531500572738
60,none,2,none,1,0.0,0.9999768521197672,0.9152348224513172
61,none,2,none,1,0.0,0.9999768521197672,0.9186712485681556
62,none,2,none,1,0.0,0.9999768521197672,0.8934707903780069
63,none,2,none,1,0.0,0.9999768521197672,0.8946162657502864
64,none,2,none,1,0.0,0.9999884260598836,0.9095074455899198
65,none,2,none,1,0.0,0.9999768521197672,0.9083619702176404
66,none,2,none,1,0.0,0.9999768521197672,0.9060710194730812
67,none,2,none,1,0.0,0.9999768521197672,0.9243986254295532
68,none,2,none,1,0.0,0.9999768521197672,0.9186712485681556
69,none,2,none,1,0.0,0.9999768521197672,0.9175257731958762
70,none,2,none,1,0.0,0.9999768521197672,0.9278350515463918
71,none,2,none,1,0.0,0.9999768521197672,0.9140893470790378
72,none,2,none,1,0.0,0.9999768521197672,0.9232531500572738
73,none,2,none,1,0.0,0.9999768521197672,0.9129438717067584
74,none,2,none,1,0.0,0.9999768523876762,0.9071100917431192
75,none,2,none,1,0.0,0.9999768523876762,0.9197247706422018
76,none,2,none,1,0.0,0.9999768523876762,0.904816513761468
77,none,2,none,1,0.0,0.9999768523876762,0.9105504587155964
78,none,2,none,1,0.0,0.9999768523876762,0.9036697247706422
79,none,2,none,1,0.0,0.9999768523876762,0.9013761467889908
80,none,2,none,1,0.0,0.9999768523876762,0.9197247706422018
81,none,2,none,1,0.0,0.9999768523876762,0.9139908256880734
82,none,2,none,1,0.0,0.9999768523876762,0.9071100917431192
83,none,2,none,1,0.0,0.9999768523876762,0.911697247706422
84,none,2,none,1,0.0,0.9999768523876762,0.893348623853211
85,none,2,none,1,0.0,0.9999768523876762,0.9174311926605504
86,none,2,none,1,0.0,0.9999768523876762,0.9025229357798163
87,none,2,none,1,0.0,0.9999768523876762,0.9243119266055044
88,none,2,none,1,0.0,0.9999768523876762,0.9105504587155964
89,none,2,none,1,0.0,0.9999768523876762,0.9197247706422018
90,none,2,none,1,0.0,0.9999768523876762,0.908256880733945
91,none,2,none,1,0.0,0.9999768523876762,0.9185779816513762
92,none,2,none,1,0.0,0.9999768523876762,0.9208715596330276
93,none,2,none,1,0.0,0.9999768523876762,0.8967889908256881
94,none,2,none,1,0.0,0.9999768523876762,0.9162844036697247
95,none,2,none,1,0.0,0.9999768523876762,0.893348623853211
96,none,2,none,1,0.0,0.9999768523876762,0.9243119266055044
97,none,2,none,1,0.0,0.9999768523876762,0.9151376146788992
98,none,2,none,1,0.0,0.9999768523876762,0.9151376146788992
99,none,2,none,1,0.0,0.9999768523876762,0.9036697247706422
100,none,2,none,2,0.0,0.9837038923160611,0.9243986254295532
101,none,2,none,2,0.0,0.984074258399787,0.9072164948453608
102,none,2,none,2,0.0,0.983831205657342,0.9232531500572738
103,none,2,none,2,0.0,0.9839006492980406,0.9140893470790378
104,none,2,none,2,0.0,0.9839585189986229,0.9106529209621992
105,none,2,none,2,0.0,0.984155275980602,0.9072164948453608
106,none,2,none,2,0.0,0.9835302832143148,0.9392898052691868
107,none,2,none,2,0.0,0.9838543535375748,0.9163802978235968
108,none,2,none,2,0.0,0.9837617620166432,0.9369988545246276
109,none,2,none,2,0.0,0.9834955613939652,0.9243986254295532
110,none,2,none,2,0.0,0.9840279626393214,0.9140893470790378
111,none,2,none,2,0.0,0.9839469450585062,0.9198167239404352
112,none,2,none,2,0.0,0.9838196317172256,0.9186712485681556
113,none,2,none,2,0.0,0.984074258399787,0.9278350515463918
114,none,2,none,2,0.0,0.9842941632619993,0.9243986254295532
115,none,2,none,2,0.0,0.9838543535375748,0.9198167239404352
116,none,2,none,2,0.0,0.983727040196294,0.9117983963344788
117,none,2,none,2,0.0,0.9839585189986229,0.9301260022909508
118,none,2,none,2,0.0,0.983646022615479,0.9312714776632304
119,none,2,none,2,0.0,0.983831205657342,0.9198167239404352
120,none,2,none,2,0.0,0.9842710153817664,0.9152348224513172
121,none,2,none,2,0.0,0.9845372160044444,0.9175257731958762
122,none,2,none,2,0.0,0.9840163886992048,0.9347079037800688
123,none,2,none,2,0.0,0.9840858323399034,0.9060710194730812
124,none,2,none,2,0.0,0.9840048147590884,0.9140893470790378
125,none,2,none,2,0.0,0.9837501880765268,0.9095074455899198
126,none,2,none,2,0.0,0.9840511105195542,0.9163802978235968
127,none,2,none,2,0.0,0.983460839573616,0.9140893470790378
128,none,2,none,2,0.0,0.98425944144165,0.9129438717067584
129,none,2,none,2,0.0,0.9843983287230472,0.9198167239404352
130,none,2,none,2,0.0,0.9836923183759448,0.9209621993127148
131,none,2,none,2,0.0,0.9834839874538488,0.9186712485681556
132,none,2,none,2,0.0,0.9837154662561776,0.9095074455899198
133,none,2,none,2,0.0,0.9838543535375748,0.9266895761741124
134,none,2,none,2,0.0,0.9839006492980406,0.9129438717067584
135,none,2,none,2,0.0,0.9838543535375748,0.9255441008018328
136,none,2,none,2,0.0,0.9838427795974584,0.9152348224513172
137,none,2,none,2,0.0,0.983889075357924,0.9186712485681556
138,none,2,none,2,0.0,0.9839585189986229,0.9106529209621992
139,none,2,none,2,0.0,0.9843288850823486,0.9186712485681556
140,none,2,none,2,0.0,0.9836807444358284,0.9198167239404352
141,none,2,none,2,0.0,0.9837849098968762,0.9221076746849944
142,none,2,none,2,0.0,0.9836344486753624,0.9392898052691868
143,none,2,none,2,0.0,0.9841321281003692,0.9427262313860252
144,none,2,none,2,0.0,0.9838659274776912,0.9209621993127148
145,none,2,none,2,0.0,0.983727040196294,0.9175257731958762
146,none,2,none,2,0.0,0.9843057372021156,0.9289805269186712
147,none,2,none,2,0.0,0.9838427795974584,0.9175257731958762
148,none,2,none,2,0.0,0.9841321281003692,0.9243986254295532
149,none,2,none,2,0.0,0.9840163886992048,0.9221076746849944
150,none,2,none,2,0.0,0.9837501880765268,0.9209621993127148
151,none,2,none,2,0.0,0.9837501880765268,0.9140893470790378
152,none,2,none,2,0.0,0.9838196317172256,0.9186712485681556
153,none,2,none,2,0.0,0.983669170495712,0.9129438717067584
154,none,2,none,2,0.0,0.9835071353340816,0.9381443298969072
155,none,2,none,2,0.0,0.9842131456811842,0.9163802978235968
156,none,2,none,2,0.0,0.9841205541602528,0.9083619702176404
157,none,2,none,2,0.0,0.9839816668788556,0.9221076746849944
158,none,2,none,2,0.0,0.983831205657342,0.9232531500572738
159,none,2,none,2,0.0,0.9842710153817664,0.9312714776632304
160,none,2,none,2,0.0,0.9842015717410678,0.9232531500572738
161,none,2,none,2,0.0,0.9840511105195542,0.9209621993127148
162,none,2,none,2,0.0,0.984155275980602,0.9072164948453608
163,none,2,none,2,0.0,0.9839353711183898,0.9049255441008018
164,none,2,none,2,0.0,0.9839700929387392,0.9175257731958762
165,none,2,none,2,0.0,0.9837038923160611,0.9140893470790378
166,none,2,none,2,0.0,0.9838659274776912,0.9335624284077892
167,none,2,none,2,0.0,0.983912223238157,0.9369988545246276
168,none,2,none,2,0.0,0.9839816668788556,0.9209621993127148
169,none,2,none,2,0.0,0.9840626844596706,0.9037800687285223
170,none,2,none,2,0.0,0.9837733359567598,0.9243986254295532
171,none,2,none,2,0.0,0.9838080577771092,0.9186712485681556
172,none,2,none,2,0.0,0.9843983287230472,0.9266895761741124
173,none,2,none,2,0.0,0.9836344486753624,0.9186712485681556
174,none,2,none,2,0.0,0.9840512951089097,0.9197247706422018
175,none,2,none,2,0.0,0.9835189000254624,0.9311926605504588
176,none,2,none,2,0.0,0.9843522140691188,0.9151376146788992
177,none,2,none,2,0.0,0.9841207379458808,0.911697247706422
178,none,2,none,2,0.0,0.983773523761024,0.911697247706422
179,none,2,none,2,0.0,0.9842596236198236,0.9243119266055044
180,none,2,none,2,0.0,0.9840165736904238,0.9243119266055044
181,none,2,none,2,0.0,0.9837040809240528,0.930045871559633
182,none,2,none,2,0.0,0.9838661142103192,0.9208715596330276
183,none,2,none,2,0.0,0.9841207379458808,0.9208715596330276
184,none,2,none,2,0.0,0.9841554593643664,0.8853211009174312
185,none,2,none,2,0.0,0.9842480498136618,0.9277522935779816
186,none,2,none,2,0.0,0.9841901807828524,0.9139908256880734
187,none,2,none,2,0.0,0.9836577856994052,0.9288990825688074
188,none,2,none,2,0.0,0.9840397213027476,0.9151376146788992
189,none,2,none,2,0.0,0.9839702784657762,0.9243119266055044
190,none,2,none,2,0.0,0.983773523761024,0.9162844036697247
191,none,2,none,2,0.0,0.9841438855582046,0.9243119266055044
192,none,2,none,2,0.0,0.9836809333117288,0.9220183486238532
193,none,2,none,2,0.0,0.984224902201338,0.9002293577981652
194,none,2,none,2,0.0,0.9836114904747576,0.9208715596330276
195,none,2,none,2,0.0,0.983669359505567,0.911697247706422
