,estimators,features,accuracy_in_sample,accuracy_out_of_sample,oob_score,public_score,private_score
284,3,sqrt,0.9525821161547187,0.9415137614678899,0.9056734797805607,,
285,3,sqrt,0.9526168375732044,0.9426605504587156,0.9054998726881323,,
286,3,sqrt,0.9521538853267285,0.9323394495412844,0.9033355709358579,,
287,3,sqrt,0.952211754357538,0.944954128440367,0.9056734797805607,,
288,3,sqrt,0.9519108353973288,0.944954128440367,0.9036133422837435,,
289,3,sqrt,0.9518413925603574,0.9426605504587156,0.9048054443184186,,
290,3,sqrt,0.9511932594152913,0.9426605504587156,0.9059859725469318,,
291,3,sqrt,0.9513784403138816,0.9392201834862385,0.9041920325918381,,
292,3,sqrt,0.952107590102081,0.9461009174311926,0.9052568227587324,,
293,3,sqrt,0.9521191639082429,0.9323394495412844,0.9054767250758085,,
294,3,sqrt,0.9526862804101757,0.9518348623853211,0.9044350825212379,,
295,3,sqrt,0.9529061827272517,0.948394495412844,0.9041804587856762,,
296,3,sqrt,0.9517950973357098,0.9461009174311926,0.9047360014814472,,
297,3,sqrt,0.9516446378556052,0.9472477064220184,0.9037406541515243,,
298,3,sqrt,0.9513784403138816,0.9357798165137615,0.903879539825467,,
299,3,sqrt,0.9518645401726812,0.9461009174311926,0.9050600680539802,,
300,4,sqrt,0.9520954618580804,0.9301260022909508,0.9150820013657249,,
301,4,sqrt,0.9529403594865801,0.9461626575028637,0.9148273746831634,,
302,4,sqrt,0.9528130461452993,0.9369988545246277,0.9169106839041214,,
303,4,sqrt,0.9529056376662307,0.9415807560137457,0.9152556104674714,,
304,4,sqrt,0.9526973067441349,0.9530355097365406,0.915776437772711,,
305,4,sqrt,0.9527204546243677,0.9381443298969072,0.9160426383953889,,
306,4,sqrt,0.9531371164685594,0.9541809851088202,0.9152324625872386,,
307,4,sqrt,0.9524426800615734,0.9438717067583047,0.9161468038564369,,
308,4,sqrt,0.9537505352947304,0.9369988545246277,0.9156491244314302,,
309,4,sqrt,0.952245923079594,0.9415807560137457,0.9169569796645872,,
310,4,sqrt,0.9526047152232034,0.9415807560137457,0.9163204129581833,,
311,4,sqrt,0.9530560988877443,0.9427262313860252,0.9175356766704089,,
312,4,sqrt,0.9526047152232034,0.9450171821305842,0.9155218110901494,,
313,4,sqrt,0.9534611867918196,0.9392898052691867,0.915857455353526,,
314,4,sqrt,0.9527667503848335,0.9358533791523482,0.9165750396407449,,
315,4,sqrt,0.9529750813069293,0.9450171821305842,0.9152208886471221,,
316,4,sqrt,0.9523500885406418,0.9564719358533792,0.9146190437610676,,
317,4,sqrt,0.9529172116063471,0.9438717067583047,0.9152671844075879,,
318,4,sqrt,0.9524426800615734,0.9369988545246277,0.9162162474971355,,
319,4,sqrt,0.9527320285644842,0.9381443298969072,0.915510237150033,,
320,4,sqrt,0.953368595270888,0.9209621993127147,0.9170611451256351,,
321,4,sqrt,0.9524889758220391,0.9450171821305842,0.9165634657006284,,
322,4,sqrt,0.9528130461452993,0.9530355097365406,0.9161815256767861,,
323,4,sqrt,0.9526278631034363,0.9541809851088202,0.915776437772711,,
324,4,sqrt,0.9532412819296073,0.9427262313860252,0.9152671844075879,,
325,4,sqrt,0.9526278631034363,0.9358533791523482,0.916899109964005,,
326,4,sqrt,0.952593141283087,0.9381443298969072,0.9147695049825812,,
327,4,sqrt,0.9528940637261143,0.9553264604810997,0.9150472795453757,,
328,4,sqrt,0.9531602643487923,0.9266895761741123,0.9151745928866564,,
329,4,sqrt,0.9527667503848335,0.9392898052691867,0.9171305887663337,,
330,4,sqrt,0.9523616624807584,0.9461626575028637,0.9151861668267728,,
331,4,sqrt,0.9524195321813405,0.9553264604810997,0.9159037511139917,,
332,4,sqrt,0.9519681485167996,0.9495990836197021,0.9129986921447668,,
333,4,sqrt,0.9523500885406418,0.9518900343642611,0.9132301709470955,,
334,4,sqrt,0.9522806448999432,0.9507445589919816,0.9167833705628408,,
335,4,sqrt,0.9520375921574982,0.9415807560137457,0.9161699517366697,,
336,4,sqrt,0.9516440781935395,0.9461626575028637,0.9173273457483131,,
337,4,sqrt,0.9529982291871621,0.9461626575028637,0.9186352009814701,,
338,4,sqrt,0.9521880533790118,0.9484536082474226,0.9170611451256351,,
339,4,sqrt,0.952431106121457,0.9473081328751431,0.917003275425053,,
340,4,sqrt,0.9527783243249499,0.9484536082474226,0.9156838462517795,,
341,4,sqrt,0.9529403594865801,0.9369988545246277,0.9157069941320124,,
342,4,sqrt,0.9527320285644842,0.9530355097365406,0.9137857200726843,,
343,4,sqrt,0.953553778312751,0.9450171821305842,0.9168528142035393,,
344,4,sqrt,0.9531139685883265,0.9495990836197021,0.9148505225633963,,
345,4,sqrt,0.9526162891633199,0.9358533791523482,0.9160657862756219,,
346,4,sqrt,0.952326940660409,0.9450171821305842,0.9162741171977176,,
347,4,sqrt,0.9523385146005254,0.9427262313860252,0.9151167231860743,,
348,4,sqrt,0.952407958241224,0.9553264604810997,0.9174199372692445,,
349,4,sqrt,0.9522227751993612,0.9507445589919816,0.9149431140843277,,
350,4,sqrt,0.9529750813069293,0.9484536082474226,0.9161468038564369,,
351,4,sqrt,0.9531371164685594,0.9266895761741123,0.9134500758093078,,
352,4,sqrt,0.9521417576185461,0.9518900343642611,0.9163782826587655,,
353,4,sqrt,0.9524195321813405,0.9415807560137457,0.9173620675686625,,
354,4,sqrt,0.9518176872952859,0.9518900343642611,0.9145843219407183,,
355,4,sqrt,0.9524426800615734,0.9347079037800687,0.9145148783000197,,
356,4,sqrt,0.9528246200854157,0.9381443298969072,0.913137579426164,,
357,4,sqrt,0.9528709158458815,0.9530355097365406,0.9145843219407183,,
358,4,sqrt,0.9527320285644842,0.9461626575028637,0.9169917014849365,,
359,4,sqrt,0.9524774018819226,0.9495990836197021,0.9162509693174847,,
360,4,sqrt,0.9521301836784296,0.9484536082474226,0.9146190437610676,,
361,4,sqrt,0.9523037927801762,0.9461626575028637,0.9148968183238619,,
362,4,sqrt,0.9529635073668129,0.9450171821305842,0.9146769134616497,,
363,4,sqrt,0.9527320285644842,0.9369988545246277,0.9151051492459578,,
364,4,sqrt,0.9524774018819226,0.9404352806414662,0.9147000613418826,,
365,4,sqrt,0.952431106121457,0.9392898052691867,0.9161930996169025,,
366,4,sqrt,0.9528361940255321,0.9404352806414662,0.9152208886471221,,
