,estimators,max_features,max_depth,min_samples_split,min_samples_leaf,max_leaf_nodes,fold,accuracy_in_sample,accuracy_out_of_sample,oob_score,auc,public_score,private_score
0,100.0,5.0,1.0,2.0,1.0,,0,0.8334857235448664,0.8304696449026346,0.8374208631844539,0.8267847157502329,,
1,100.0,5.0,1.0,2.0,1.0,,1,0.8418189604286987,0.8327605956471936,0.8394810245251791,0.8798974219317357,,
2,100.0,5.0,1.0,2.0,1.0,,2,0.833369984143702,0.8235967926689576,0.8334278538442842,0.8922204360312844,,
3,100.0,5.0,1.0,2.0,1.0,,3,0.8331963750419555,0.8407789232531501,0.8338792375088251,0.8925518985356674,,
4,100.0,5.0,1.0,2.0,1.0,,4,0.8331037835210241,0.849942726231386,0.8336824805268458,0.8854498878623898,,
5,100.0,5.0,1.0,2.0,1.0,,5,0.8333236883832363,0.8281786941580757,0.8336130368861472,0.9041032733978793,,
6,100.0,5.0,1.0,2.0,1.0,,6,0.834677839376859,0.8316151202749141,0.8368074443582829,0.8806993871928938,,
7,100.0,5.0,1.0,2.0,1.0,,7,0.8331963750419555,0.8407789232531501,0.8354069976041943,0.8896016701625076,,
8,100.0,5.0,1.0,2.0,1.0,,8,0.8350134836402356,0.854524627720504,0.8365991134361871,0.8796105276319082,,
9,100.0,5.0,1.0,2.0,1.0,,9,0.8332426708024213,0.8361970217640321,0.8341917338919689,0.8768033336526485,,
10,100.0,5.0,1.0,2.0,1.0,,10,0.8331616532216062,0.8442153493699885,0.8336477587064964,0.872500798148296,,
11,100.0,5.0,1.0,2.0,1.0,,11,0.833717202347195,0.7892325315005727,0.8368768879989815,0.8929174291664038,,
12,100.0,5.0,1.0,2.0,1.0,,12,0.8377449335077141,0.827033218785796,0.8381037256513235,0.8556962599854757,,
13,100.0,5.0,1.0,2.0,1.0,,13,0.8331269314012569,0.847651775486827,0.8340875684309209,0.8931314773420037,,
14,100.0,5.0,1.0,2.0,1.0,,14,0.8332195229221884,0.8384879725085911,0.8336824805268458,0.9049093128705965,,
15,100.0,5.0,1.0,2.0,1.0,,15,0.8333005405030034,0.8304696449026346,0.8365065219152557,0.9134855545200373,,
16,100.0,5.0,1.0,2.0,1.0,,16,0.8331848011018391,0.8419243986254296,0.8336824805268458,0.9027753130237604,,
17,100.0,5.0,1.0,2.0,1.0,,17,0.8330574877605583,0.854524627720504,0.8343537690535989,0.8626585885879547,,
18,100.0,5.0,1.0,2.0,1.0,,18,0.8331963750419555,0.8407789232531501,0.8358699552088518,0.8726991159116303,,
19,100.0,5.0,1.0,2.0,1.0,,19,0.8332426708024213,0.8361970217640321,0.8342380296524345,0.9260226075294568,,
20,100.0,5.0,1.0,2.0,1.0,,20,0.8334972974849828,0.852233676975945,0.8369347576995637,0.900438651329499,,
21,100.0,5.0,1.0,2.0,1.0,,21,0.8331269314012569,0.847651775486827,0.8342264557123181,0.8741211135947977,,
22,100.0,5.0,1.0,2.0,1.0,,22,0.8331963750419555,0.8407789232531501,0.8348051527181398,0.85143982906318,,
23,100.0,5.0,1.0,2.0,1.0,,23,0.8451754030624645,0.8384879725085911,0.8410550803810141,0.892495890757365,,
24,100.0,5.0,1.0,2.0,1.0,,24,0.8332773926227706,0.8327605956471936,0.8354648673047765,0.8805515253151438,,
25,100.0,5.0,1.0,2.0,1.0,,25,0.8409046191595004,0.8442153493699885,0.8392495457228504,0.8715824357912179,,
26,100.0,5.0,1.0,2.0,1.0,,26,0.8385898311362137,0.8396334478808706,0.839318989363549,0.8889276440723946,,
27,100.0,5.0,1.0,2.0,1.0,,27,0.8332310968623048,0.8373424971363116,0.8351292230414,0.8801275505288917,,
28,100.0,5.0,1.0,2.0,1.0,,28,0.8331963750419555,0.8407789232531501,0.8337866459878936,0.8621478838727381,,
29,100.0,5.0,1.0,2.0,1.0,,29,0.8352218145623315,0.8339060710194731,0.8376870638071319,0.8723833886171548,,
30,100.0,5.0,1.0,2.0,1.0,,30,0.8333005405030034,0.8304696449026346,0.834677839376859,0.8811509785647716,,
31,100.0,5.0,1.0,2.0,1.0,,31,0.8335204453652156,0.849942726231386,0.836251895232694,0.9010051233513713,,
32,100.0,5.0,1.0,2.0,1.0,,32,0.8336824805268458,0.8339060710194731,0.8358815291489682,0.8896646456991284,,
33,100.0,5.0,1.0,2.0,1.0,,33,0.8331963750419555,0.8407789232531501,0.8334278538442842,0.8734636269186284,,
34,100.0,5.0,1.0,2.0,1.0,,34,0.8331963750419555,0.8407789232531501,0.8336593326466128,0.8434859741634486,,
35,100.0,5.0,1.0,2.0,1.0,,35,0.8331037835210241,0.849942726231386,0.834596821796044,0.8672352420732083,,
36,100.0,5.0,1.0,2.0,1.0,,36,0.8330922095809077,0.8510882016036655,0.8352333885024479,0.846857852779791,,
37,100.0,5.0,1.0,2.0,1.0,,37,0.8334047059640514,0.8201603665521191,0.8336940544669622,0.8756227093192898,,
38,100.0,5.0,1.0,2.0,1.0,,38,0.833821367808243,0.8373424971363116,0.8376060462263168,0.8545071366989173,,
39,100.0,5.0,1.0,2.0,1.0,,39,0.8455110473258411,0.8396334478808706,0.8432309811229036,0.8674273858921162,,
40,100.0,5.0,1.0,2.0,1.0,,40,0.8331037835210241,0.849942726231386,0.8349208921193042,0.8505174790642168,,
41,100.0,5.0,1.0,2.0,1.0,,41,0.8332773926227706,0.8327605956471936,0.8356847721669888,0.8844896459459968,,
42,100.0,5.0,1.0,2.0,1.0,,42,0.8387287184176109,0.8350515463917526,0.8397935209083228,0.8769044808005847,,
43,100.0,5.0,1.0,2.0,1.0,,43,0.8333468362634692,0.8258877434135166,0.8357889376280367,0.8766333309000657,,
44,100.0,5.0,1.0,2.0,1.0,,44,0.8398745384891378,0.8602520045819015,0.8400249997106515,0.8598931835933377,,
45,100.0,5.0,1.0,2.0,1.0,,45,0.8333121144431199,0.8293241695303551,0.83363618476638,0.9049000704512589,,
46,100.0,5.0,1.0,2.0,1.0,,46,0.8418421083089316,0.8350515463917526,0.8414370204048565,0.9028978344864769,,
47,100.0,5.0,1.0,2.0,1.0,,47,0.8335898890059142,0.8018327605956472,0.8350945012210507,0.9050123864574732,,
48,100.0,5.0,1.0,2.0,1.0,,48,0.8334162799041678,0.8190148911798396,0.8344810823948797,0.8989864565813933,,
49,100.0,5.0,1.0,2.0,1.0,,49,0.8331963750419555,0.8407789232531501,0.8356384764065231,0.8391831493932919,,
50,100.0,5.0,1.0,2.0,1.0,,50,0.8334162799041678,0.8190148911798396,0.8346083957361604,0.9,,
51,100.0,5.0,1.0,2.0,1.0,,51,0.8333468362634692,0.8258877434135166,0.8341222902512703,0.8405905540550405,,
52,100.0,5.0,1.0,2.0,1.0,,52,0.8333236883832363,0.8281786941580757,0.8347472830175576,0.8880728446288613,,
53,100.0,5.0,1.0,2.0,1.0,,53,0.8333121144431199,0.8293241695303551,0.8347125611972084,0.8584346842671214,,
54,100.0,5.0,1.0,2.0,1.0,,54,0.8330922095809077,0.8510882016036655,0.8341801599518525,0.8602702143078993,,
55,100.0,5.0,1.0,2.0,1.0,,55,0.842038865290911,0.8224513172966781,0.8394694505850627,0.9092535524738914,,
56,100.0,5.0,1.0,2.0,1.0,,56,0.8333584102035856,0.8247422680412371,0.8347357090774412,0.885035403050109,,
