,max_depth,min_samples_split,max_leaf_nodes,min_samples_leaf,min_impurity_decrease,accuracy_in_sample,accuracy_out_of_sample,auc
0,none,2,2,1,0.0,0.8702677052348932,0.8865979381443299,0.6973940855704698
1,none,2,2,1,0.0,0.8704876100971054,0.8648339060710195,0.6752605000847921
2,none,2,2,1,0.0,0.8704297403965232,0.870561282932417,0.6815523785668869
3,none,2,2,1,0.0,0.870452888276756,0.868270332187858,0.691815081470254
4,none,2,2,1,0.0,0.8704181664564068,0.8717067583046965,0.6753960857409134
5,none,2,2,1,0.0,0.8704181664564068,0.8717067583046965,0.684239374606883
6,none,2,2,1,0.0,0.8704876100971054,0.8648339060710195,0.6689539382436674
7,none,2,2,1,0.0,0.8704644622168725,0.8671248568155785,0.6708875272880703
8,none,2,2,1,0.0,0.8704991840372218,0.86368843069874,0.6801186155616535
9,none,2,2,1,0.0,0.8703950185761739,0.8739977090492554,0.6737825788751715
10,none,2,2,1,0.0,0.8703024270552424,0.8831615120274914,0.7382791545971462
11,none,2,2,1,0.0,0.8704181664564068,0.8717067583046965,0.6892982298499416
12,none,2,2,1,0.0,0.8703140009953588,0.8820160366552119,0.6729900632339656
13,none,2,2,1,0.0,0.8703371488755918,0.8797250859106529,0.6943975937482431
14,none,2,2,1,0.0,0.870371870695941,0.8762886597938144,0.658727766053663
15,none,2,2,1,0.0,0.8704065925162903,0.872852233676976,0.6758039368544143
16,none,2,2,1,0.0,0.8704297403965232,0.870561282932417,0.6920538365743846
17,none,2,2,1,0.0,0.870452888276756,0.868270332187858,0.6796208104951029
18,none,2,2,1,0.0,0.8703255749354752,0.8808705612829324,0.668613815947003
19,none,2,2,1,0.0,0.8704644622168725,0.8671248568155785,0.6550574936659521
20,none,2,2,1,0.0,0.870290853115126,0.8843069873997709,0.7197059586933146
21,none,2,2,1,0.0,0.8704181664564068,0.8717067583046965,0.66710446356811
22,none,2,2,1,0.0,0.8705686276779204,0.856815578465063,0.6594173653024161
23,none,2,2,1,0.0,0.8703024270552424,0.8831615120274914,0.6457381361032476
24,none,2,2,1,0.0,0.8703487228157082,0.8785796105383734,0.677136272916195
25,none,2,2,1,0.0,0.8705223319174547,0.861397479954181,0.6679944674965422
26,none,2,2,1,0.0,0.8705802016180368,0.8556701030927835,0.6597953506854759
27,none,2,2,1,0.0,0.8704065925162903,0.872852233676976,0.6953875171467765
28,none,2,2,1,0.0,0.8704876100971054,0.8648339060710195,0.6755640048407782
29,none,2,2,1,0.0,0.8705107579773382,0.8625429553264605,0.6794193148623529
30,none,2,2,1,0.0,0.8705107579773382,0.8625429553264605,0.660962350615509
31,none,2,2,1,0.0,0.8707422367796669,0.8396334478808706,0.6468085106382978
32,none,2,2,1,0.0,0.8703950185761739,0.8739977090492554,0.6744276271673532
33,none,2,2,1,0.0,0.8703255749354752,0.8808705612829324,0.718646975148523
34,none,2,2,1,0.0,0.870452888276756,0.868270332187858,0.6647308020319627
35,none,2,2,1,0.0,0.8703255749354752,0.8808705612829324,0.6697743354369861
36,none,2,2,1,0.0,0.8702792791750096,0.8854524627720504,0.6914719533481435
37,none,2,2,1,0.0,0.870371870695941,0.8762886597938144,0.7050419384902145
38,none,2,2,1,0.0,0.8705686276779204,0.856815578465063,0.66559344688691
39,none,2,2,1,0.0,0.8705686276779204,0.856815578465063,0.6670781282713377
40,none,2,2,1,0.0,0.8703602967558246,0.8774341351660939,0.6875948726598078
41,none,2,2,1,0.0,0.8704065925162903,0.872852233676976,0.693402489626556
42,none,2,2,1,0.0,0.8702792791750096,0.8854524627720504,0.6789113523393442
43,none,2,2,1,0.0,0.8707075149593176,0.843069873997709,0.6698689849990259
44,none,2,2,1,0.0,0.8704876100971054,0.8648339060710195,0.6863635554922961
45,none,2,2,1,0.0,0.8703371488755918,0.8797250859106529,0.6669376143060354
46,none,2,2,1,0.0,0.8705686276779204,0.856815578465063,0.6556756756756756
47,none,2,2,1,0.0,0.8704644622168725,0.8671248568155785,0.6454824806449038
48,none,2,2,1,0.0,0.8704991840372218,0.86368843069874,0.6929216972573102
49,none,2,2,1,0.0,0.8703140009953588,0.8820160366552119,0.6941734417344173
50,none,2,2,1,0.0,0.8703950185761739,0.8739977090492554,0.6897262220538083
51,none,2,2,1,0.0,0.8705802016180368,0.8556701030927835,0.666901788121125
52,none,2,2,1,0.0,0.8704297403965232,0.870561282932417,0.6693289841565704
53,none,2,2,1,0.0,0.8702445573546602,0.8888888888888888,0.6939290794553953
54,none,2,2,1,0.0,0.870290853115126,0.8843069873997709,0.6883144718792866
55,none,2,2,1,0.0,0.8705107579773382,0.8625429553264605,0.689820193637621
56,none,2,2,1,0.0,0.8702329834145438,0.8900343642611683,0.7080051262815704
57,none,2,2,1,0.0,0.870452888276756,0.868270332187858,0.7046413502109704
